cip4,SOC2018Code,SOC2018Title,source_cip6_count
30.21,19-3093,Historians,1
30.21,19-3099,"Social Scientists and Related Workers, All Other",1
30.21,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1
30.21,25-1125,"History Teachers, Postsecondary",1
30.22,19-3091,Anthropologists and Archeologists,2
30.22,19-3093,Historians,3
30.22,25-1061,"Anthropology and Archeology Teachers, Postsecondary",3
30.22,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3
30.22,25-1125,"History Teachers, Postsecondary",3
30.23,19-3099,"Social Scientists and Related Workers, All Other",1
30.23,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1
30.25,11-9121,Natural Sciences Managers,2
30.25,21-1099,"Community and Social Service Specialists, All Other",1
30.25,21-2021,"Directors, Religious Activities and Education",1
30.25,21-2099,"Religious Workers, All Other",1
30.25,25-1199,"Postsecondary Teachers, All Other",3
30.25,25-3021,Self-Enrichment Teachers,1
30.26,19-3099,"Social Scientists and Related Workers, All Other",1
30.26,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1
30.26,25-1199,"Postsecondary Teachers, All Other",1
30.27,11-9121,Natural Sciences Managers,1
30.27,19-1029,"Biological Scientists, All Other",1
30.27,19-3091,Anthropologists and Archeologists,1
30.27,19-3099,"Social Scientists and Related Workers, All Other",1
30.27,25-1042,"Biological Science Teachers, Postsecondary",1
30.27,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1
30.28,13-1075,Labor Relations Specialists,1
30.28,23-1022,"Arbitrators, Mediators, and Conciliators",1
30.28,25-1011,"Business Teachers, Postsecondary",1
30.28,25-1112,"Law Teachers, Postsecondary",1
30.29,19-3093,Historians,1
30.29,25-1199,"Postsecondary Teachers, All Other",1
30.30,11-9121,Natural Sciences Managers,1
30.30,15-1251,Computer Programmers,1
30.30,15-1299,"Computer Occupations, All Other",1
30.30,15-2051,Data Scientists,1
30.30,15-2099,"Mathematical Science Occupations, All Other",1
30.30,25-1021,"Computer Science Teachers, Postsecondary",1
30.30,25-1199,"Postsecondary Teachers, All Other",1
30.31,11-3021,Computer and Information Systems Managers,1
30.31,15-1221,Computer and Information Research Scientists,1
30.31,15-1255,Web and Digital Interface Designers,1
30.31,15-1299,"Computer Occupations, All Other",1
30.31,25-1021,"Computer Science Teachers, Postsecondary",1
30.32,11-9121,Natural Sciences Managers,1
30.32,19-1023,Zoologists and Wildlife Biologists,1
30.32,19-1029,"Biological Scientists, All Other",1
30.32,19-2041,"Environmental Scientists and Specialists, Including Health",1
30.32,19-2042,"Geoscientists, Except Hydrologists and Geographers",1
30.32,19-2099,"Physical Scientists, All Other",1
30.32,25-1199,"Postsecondary Teachers, All Other",1
30.33,11-9121,Natural Sciences Managers,1
30.33,19-1031,Conservation Scientists,1
30.33,19-2041,"Environmental Scientists and Specialists, Including Health",1
30.33,19-3051,Urban and Regional Planners,1
30.33,19-3099,"Social Scientists and Related Workers, All Other",1
30.33,19-4042,"Environmental Science and Protection Technicians, Including Health",1
30.33,25-1053,"Environmental Science Teachers, Postsecondary",1
30.33,25-1199,"Postsecondary Teachers, All Other",1
30.34,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",1
30.34,11-9121,Natural Sciences Managers,1
30.34,19-1011,Animal Scientists,1
30.34,19-3099,"Social Scientists and Related Workers, All Other",1
30.34,25-1199,"Postsecondary Teachers, All Other",1
30.34,39-2011,Animal Trainers,1
30.34,39-2021,Animal Caretakers,1
30.35,11-9121,Natural Sciences Managers,1
30.35,19-2021,Atmospheric and Space Scientists,1
30.35,19-3092,Geographers,1
30.35,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1
30.36,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1
30.36,25-1123,"English Language and Literature Teachers, Postsecondary",1
30.36,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
30.37,19-3051,Urban and Regional Planners,1
30.37,25-1031,"Architecture Teachers, Postsecondary",1
30.37,27-1025,Interior Designers,1
30.38,11-9121,Natural Sciences Managers,1
30.38,19-2042,"Geoscientists, Except Hydrologists and Geographers",1
30.38,19-2043,Hydrologists,1
30.38,19-3092,Geographers,1
30.38,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1
30.38,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
30.39,11-3021,Computer and Information Systems Managers,1
30.39,11-9199,"Managers, All Other",1
30.39,15-1252,Software Developers,1
30.39,15-2051,Data Scientists,1
30.39,19-3011,Economists,1
30.39,25-1021,"Computer Science Teachers, Postsecondary",1
30.39,25-1063,"Economics Teachers, Postsecondary",1
30.40,11-9199,"Managers, All Other",1
30.40,19-3011,Economists,1
30.40,19-3099,"Social Scientists and Related Workers, All Other",1
30.40,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1
30.40,25-1063,"Economics Teachers, Postsecondary",1
30.40,25-1124,"Foreign Language and Literature Teachers, Postsecondary",1
30.40,27-3091,Interpreters and Translators,1
30.41,11-9121,Natural Sciences Managers,1
30.41,13-1041,Compliance Officers,1
30.41,19-2041,"Environmental Scientists and Specialists, Including Health",1
30.41,19-2042,"Geoscientists, Except Hydrologists and Geographers",1
30.41,19-2043,Hydrologists,1
30.41,19-3092,Geographers,1
30.41,19-4042,"Environmental Science and Protection Technicians, Including Health",1
30.41,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1
30.41,25-1053,"Environmental Science Teachers, Postsecondary",1
30.41,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
30.42,11-9199,"Managers, All Other",1
30.42,19-2042,"Geoscientists, Except Hydrologists and Geographers",1
30.42,19-3091,Anthropologists and Archeologists,1
30.42,19-3099,"Social Scientists and Related Workers, All Other",1
30.42,25-1061,"Anthropology and Archeology Teachers, Postsecondary",1
30.42,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1
30.43,11-9121,Natural Sciences Managers,1
30.43,19-1099,"Life Scientists, All Other",1
30.43,19-2042,"Geoscientists, Except Hydrologists and Geographers",1
30.43,25-1042,"Biological Science Teachers, Postsecondary",1
30.43,25-1053,"Environmental Science Teachers, Postsecondary",1
30.44,11-9121,Natural Sciences Managers,1
30.44,19-1031,Conservation Scientists,1
30.44,19-2041,"Environmental Scientists and Specialists, Including Health",1
30.44,19-3092,Geographers,1
30.44,19-3099,"Social Scientists and Related Workers, All Other",1
30.44,19-4042,"Environmental Science and Protection Technicians, Including Health",1
30.44,25-1053,"Environmental Science Teachers, Postsecondary",1
30.44,25-1064,"Geography Teachers, Postsecondary",1
30.45,11-9199,"Managers, All Other",1
30.45,19-3093,Historians,1
30.45,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1
30.45,25-1124,"Foreign Language and Literature Teachers, Postsecondary",1
30.45,25-1125,"History Teachers, Postsecondary",1
30.45,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
30.45,27-3091,Interpreters and Translators,1
30.46,11-9199,"Managers, All Other",1
30.46,19-3093,Historians,1
30.46,19-3094,Political Scientists,1
30.46,19-3099,"Social Scientists and Related Workers, All Other",1
30.46,19-4061,Social Science Research Assistants,1
30.46,25-1065,"Political Science Teachers, Postsecondary",1
30.46,25-1125,"History Teachers, Postsecondary",1
30.47,11-9199,"Managers, All Other",1
30.47,19-3091,Anthropologists and Archeologists,1
30.47,19-3099,"Social Scientists and Related Workers, All Other",1
30.47,25-1061,"Anthropology and Archeology Teachers, Postsecondary",1
30.47,25-1123,"English Language and Literature Teachers, Postsecondary",1
30.47,25-1124,"Foreign Language and Literature Teachers, Postsecondary",1
30.48,15-1252,Software Developers,1
30.48,15-2051,Data Scientists,1
30.48,25-1021,"Computer Science Teachers, Postsecondary",1
30.48,25-1123,"English Language and Literature Teachers, Postsecondary",1
30.49,11-9121,Natural Sciences Managers,1
30.49,15-2021,Mathematicians,1
30.49,15-2041,Statisticians,1
30.49,15-2099,"Mathematical Science Occupations, All Other",1
30.49,19-3011,Economists,1
30.49,25-1063,"Economics Teachers, Postsecondary",1
30.50,11-9121,Natural Sciences Managers,1
30.50,15-2021,Mathematicians,1
30.50,15-2099,"Mathematical Science Occupations, All Other",1
30.50,19-2021,Atmospheric and Space Scientists,1
30.50,25-1022,"Mathematical Science Teachers, Postsecondary",1
30.50,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1
30.51,11-9199,"Managers, All Other",1
30.51,19-3011,Economists,1
30.51,19-3094,Political Scientists,1
30.51,19-3099,"Social Scientists and Related Workers, All Other",1
30.51,25-1063,"Economics Teachers, Postsecondary",1
30.51,25-1065,"Political Science Teachers, Postsecondary",1
30.51,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
30.52,11-9199,"Managers, All Other",3
30.52,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2
30.52,25-1123,"English Language and Literature Teachers, Postsecondary",3
30.52,25-1199,"Postsecondary Teachers, All Other",3
30.52,25-4011,Archivists,3
30.52,25-4012,Curators,3
30.53,11-9151,Social and Community Service Managers,1
30.53,21-1019,"Counselors, All Other",1
30.53,21-1022,Healthcare Social Workers,1
30.53,21-2021,"Directors, Religious Activities and Education",1
30.53,21-2099,"Religious Workers, All Other",1
30.53,25-1066,"Psychology Teachers, Postsecondary",1
30.53,25-1199,"Postsecondary Teachers, All Other",1
30.53,39-4031,"Morticians, Undertakers, and Funeral Arrangers",1
30.70,11-3021,Computer and Information Systems Managers,1
30.70,11-9121,Natural Sciences Managers,2
30.70,15-1221,Computer and Information Research Scientists,2
30.70,15-1243,Database Architects,2
30.70,15-1252,Software Developers,1
30.70,15-2041,Statisticians,2
30.70,15-2051,Data Scientists,2
30.70,25-1199,"Postsecondary Teachers, All Other",2
30.71,11-3031,Financial Managers,1
30.71,13-1111,Management Analysts,5
30.71,13-1161,Market Research Analysts and Marketing Specialists,1
30.71,13-2051,Financial and Investment Analysts,1
30.71,15-1251,Computer Programmers,3
30.71,15-2041,Statisticians,3
30.71,15-2051,Data Scientists,5
30.71,25-1011,"Business Teachers, Postsecondary",1
30.71,25-1199,"Postsecondary Teachers, All Other",3
31.01,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",1
31.03,11-1021,General and Operations Managers,2
31.03,11-3013,Facilities Managers,1
31.03,11-9072,"Entertainment and Recreation Managers, Except Gambling",3
31.03,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1
31.03,37-3011,Landscaping and Groundskeeping Workers,1
31.05,11-9072,"Entertainment and Recreation Managers, Except Gambling",1
31.05,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",3
31.05,27-2021,Athletes and Sports Competitors,1
31.05,27-2022,Coaches and Scouts,2
31.05,29-1128,Exercise Physiologists,1
31.05,29-9091,Athletic Trainers,1
31.05,39-9031,Exercise Trainers and Group Fitness Instructors,3
31.06,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",1
31.06,39-9032,Recreation Workers,1
38.00,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
38.01,11-9121,Natural Sciences Managers,1
38.01,15-2021,Mathematicians,1
38.01,25-1022,"Mathematical Science Teachers, Postsecondary",1
38.01,25-1126,"Philosophy and Religion Teachers, Postsecondary",4
38.02,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4
38.02,25-1126,"Philosophy and Religion Teachers, Postsecondary",5
38.99,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
39.02,21-2021,"Directors, Religious Activities and Education",1
39.02,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
39.03,21-2021,"Directors, Religious Activities and Education",1
39.03,21-2099,"Religious Workers, All Other",2
39.03,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
39.04,21-2021,"Directors, Religious Activities and Education",1
39.04,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
39.05,21-2021,"Directors, Religious Activities and Education",2
39.05,21-2099,"Religious Workers, All Other",1
39.05,25-1126,"Philosophy and Religion Teachers, Postsecondary",2
39.05,27-2041,Music Directors and Composers,2
39.06,21-2011,Clergy,5
39.06,21-2099,"Religious Workers, All Other",1
39.06,25-1126,"Philosophy and Religion Teachers, Postsecondary",5
39.07,21-1019,"Counselors, All Other",2
39.07,21-1099,"Community and Social Service Specialists, All Other",2
39.07,21-2011,Clergy,3
39.07,21-2021,"Directors, Religious Activities and Education",7
39.07,21-2099,"Religious Workers, All Other",6
39.07,25-1126,"Philosophy and Religion Teachers, Postsecondary",3
39.08,11-9199,"Managers, All Other",1
39.08,13-2099,"Financial Specialists, All Other",1
39.08,21-2099,"Religious Workers, All Other",1
39.08,25-1112,"Law Teachers, Postsecondary",1
39.08,25-1126,"Philosophy and Religion Teachers, Postsecondary",1
40.01,11-9121,Natural Sciences Managers,1
40.01,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
40.02,11-9121,Natural Sciences Managers,4
40.02,19-2011,Astronomers,4
40.02,19-2012,Physicists,1
40.02,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4
40.02,25-1054,"Physics Teachers, Postsecondary",1
40.04,11-9121,Natural Sciences Managers,5
40.04,19-2021,Atmospheric and Space Scientists,5
40.04,19-4099,"Life, Physical, and Social Science Technicians, All Other",1
40.04,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5
40.05,11-9121,Natural Sciences Managers,12
40.05,15-1221,Computer and Information Research Scientists,1
40.05,15-1299,"Computer Occupations, All Other",1
40.05,15-2051,Data Scientists,1
40.05,19-2031,Chemists,12
40.05,19-2041,"Environmental Scientists and Specialists, Including Health",1
40.05,19-4013,Food Science Technicians,1
40.05,19-4031,Chemical Technicians,5
40.05,19-4042,"Environmental Science and Protection Technicians, Including Health",1
40.05,19-4092,Forensic Science Technicians,2
40.05,25-1052,"Chemistry Teachers, Postsecondary",12
40.05,25-1053,"Environmental Science Teachers, Postsecondary",1
40.05,25-1054,"Physics Teachers, Postsecondary",1
40.05,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
40.06,11-9121,Natural Sciences Managers,8
40.06,19-2042,"Geoscientists, Except Hydrologists and Geographers",7
40.06,19-2043,Hydrologists,3
40.06,19-4043,"Geological Technicians, Except Hydrologic Technicians",1
40.06,19-4044,Hydrologic Technicians,1
40.06,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",8
40.06,25-1052,"Chemistry Teachers, Postsecondary",1
40.08,11-9121,Natural Sciences Managers,10
40.08,19-2012,Physicists,10
40.08,25-1054,"Physics Teachers, Postsecondary",10
40.08,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
40.10,11-9041,Architectural and Engineering Managers,1
40.10,11-9121,Natural Sciences Managers,2
40.10,19-2031,Chemists,1
40.10,19-2032,Materials Scientists,3
40.10,19-4099,"Life, Physical, and Social Science Technicians, All Other",2
40.10,25-1032,"Engineering Teachers, Postsecondary",1
40.10,25-1052,"Chemistry Teachers, Postsecondary",1
40.10,25-1199,"Postsecondary Teachers, All Other",1
40.11,11-9121,Natural Sciences Managers,1
40.11,19-2011,Astronomers,1
40.11,19-2012,Physicists,1
40.11,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1
40.11,25-1054,"Physics Teachers, Postsecondary",1
40.99,11-9121,Natural Sciences Managers,1
40.99,19-2099,"Physical Scientists, All Other",1
40.99,25-1199,"Postsecondary Teachers, All Other",1
41.00,19-4043,"Geological Technicians, Except Hydrologic Technicians",1
41.00,19-4044,Hydrologic Technicians,1
41.00,19-4099,"Life, Physical, and Social Science Technicians, All Other",1
41.01,19-4021,Biological Technicians,1
41.02,19-4051,Nuclear Technicians,3
41.02,51-8011,Nuclear Power Reactor Operators,1
41.03,19-4031,Chemical Technicians,2
41.03,19-4042,"Environmental Science and Protection Technicians, Including Health",1
41.03,19-4043,"Geological Technicians, Except Hydrologic Technicians",2
41.03,19-4044,Hydrologic Technicians,1
41.03,19-4099,"Life, Physical, and Social Science Technicians, All Other",2
41.03,51-8091,Chemical Plant and System Operators,2
41.03,51-9011,Chemical Equipment Operators and Tenders,2
41.99,19-4042,"Environmental Science and Protection Technicians, Including Health",1
41.99,19-4043,"Geological Technicians, Except Hydrologic Technicians",1
41.99,19-4044,Hydrologic Technicians,1
41.99,19-4099,"Life, Physical, and Social Science Technicians, All Other",1
42.01,11-9199,"Managers, All Other",1
42.01,19-3032,Industrial-Organizational Psychologists,1
42.01,19-3033,Clinical and Counseling Psychologists,1
42.01,19-3039,"Psychologists, All Other",1
42.01,19-4061,Social Science Research Assistants,1
42.01,25-1066,"Psychology Teachers, Postsecondary",1
42.27,11-9199,"Managers, All Other",11
42.27,15-2041,Statisticians,1
42.27,19-1029,"Biological Scientists, All Other",1
42.27,19-1042,"Medical Scientists, Except Epidemiologists",1
42.27,19-1099,"Life Scientists, All Other",1
42.27,19-3033,Clinical and Counseling Psychologists,1
42.27,19-3039,"Psychologists, All Other",9
42.27,19-4061,Social Science Research Assistants,1
42.27,21-1021,"Child, Family, and School Social Workers",2
42.27,25-1066,"Psychology Teachers, Postsecondary",10
42.27,25-1071,"Health Specialties Teachers, Postsecondary",1
42.28,11-3121,Human Resources Managers,1
42.28,11-3131,Training and Development Managers,1
42.28,11-9199,"Managers, All Other",15
42.28,13-1071,Human Resources Specialists,1
42.28,13-1111,Management Analysts,1
42.28,13-1151,Training and Development Specialists,1
42.28,19-3032,Industrial-Organizational Psychologists,1
42.28,19-3033,Clinical and Counseling Psychologists,7
42.28,19-3034,School Psychologists,2
42.28,19-3039,"Psychologists, All Other",13
42.28,21-1012,"Educational, Guidance, and Career Counselors and Advisors",1
42.28,21-1014,Mental Health Counselors,1
42.28,21-1019,"Counselors, All Other",1
42.28,25-1066,"Psychology Teachers, Postsecondary",18
42.28,25-9043,"Teaching Assistants, Special Education",1
42.28,27-2022,Coaches and Scouts,1
42.99,11-9199,"Managers, All Other",1
42.99,19-3039,"Psychologists, All Other",1
42.99,25-1066,"Psychology Teachers, Postsecondary",1
43.01,11-9161,Emergency Management Directors,2
43.01,11-9199,"Managers, All Other",3
43.01,13-1041,Compliance Officers,1
43.01,13-2061,Financial Examiners,1
43.01,19-4092,Forensic Science Technicians,1
43.01,19-4099,"Life, Physical, and Social Science Technicians, All Other",2
43.01,21-1021,"Child, Family, and School Social Workers",1
43.01,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",17
43.01,33-1011,First-Line Supervisors of Correctional Officers,4
43.01,33-1012,First-Line Supervisors of Police and Detectives,9
43.01,33-1091,First-Line Supervisors of Security Workers,2
43.01,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2
43.01,33-3011,Bailiffs,1
43.01,33-3012,Correctional Officers and Jailers,4
43.01,33-3021,Detectives and Criminal Investigators,7
43.01,33-3051,Police and Sheriff’s Patrol Officers,7
43.01,33-3052,Transit and Railroad Police,1
43.01,33-9021,Private Detectives and Investigators,5
43.01,33-9031,Gambling Surveillance Officers and Gambling Investigators,1
43.01,33-9032,Security Guards,1
43.02,11-9199,"Managers, All Other",1
43.02,25-1194,"Career/Technical Education Teachers, Postsecondary",1
43.02,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,5
43.02,33-2011,Firefighters,4
43.02,33-2021,Fire Inspectors and Investigators,3
43.02,33-2022,Forest Fire Inspectors and Prevention Specialists,2
43.03,11-9161,Emergency Management Directors,4
43.03,11-9199,"Managers, All Other",4
43.03,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2
43.03,25-1199,"Postsecondary Teachers, All Other",1
43.03,33-1012,First-Line Supervisors of Police and Detectives,4
43.03,33-1091,First-Line Supervisors of Security Workers,1
43.03,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",1
43.03,55-1017,Special Forces Officers,1
43.03,55-3018,Special Forces,1
43.04,11-9199,"Managers, All Other",1
43.04,13-2011,Accountants and Auditors,1
43.04,13-2061,Financial Examiners,1
43.04,15-1212,Information Security Analysts,1
43.04,15-1299,"Computer Occupations, All Other",1
43.04,17-1021,Cartographers and Photogrammetrists,1
43.04,19-3092,Geographers,1
43.04,19-4092,Forensic Science Technicians,2
43.04,19-4099,"Life, Physical, and Social Science Technicians, All Other",2
43.04,25-1064,"Geography Teachers, Postsecondary",1
43.04,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",9
43.04,33-1012,First-Line Supervisors of Police and Detectives,4
43.04,33-1091,First-Line Supervisors of Security Workers,2
43.04,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2
43.04,33-3021,Detectives and Criminal Investigators,5
43.04,33-3051,Police and Sheriff’s Patrol Officers,1
43.04,33-9021,Private Detectives and Investigators,2
43.04,55-1017,Special Forces Officers,2
43.04,55-3018,Special Forces,2
44.00,11-9151,Social and Community Service Managers,1
44.00,21-1093,Social and Human Service Assistants,1
44.00,21-1099,"Community and Social Service Specialists, All Other",1
44.02,11-9151,Social and Community Service Managers,1
44.02,21-1099,"Community and Social Service Specialists, All Other",1
44.02,43-4061,"Eligibility Interviewers, Government Programs",1
44.04,11-1011,Chief Executives,1
44.04,11-1021,General and Operations Managers,1
44.04,11-1031,Legislators,1
44.04,11-3071,"Transportation, Storage, and Distribution Managers",2
44.04,11-9021,Construction Managers,1
44.04,11-9131,Postmasters and Mail Superintendents,1
44.04,11-9151,Social and Community Service Managers,1
44.04,11-9199,"Managers, All Other",3
44.04,19-3051,Urban and Regional Planners,1
44.04,53-6041,Traffic Technicians,1
44.05,11-1031,Legislators,1
44.05,11-9111,Medical and Health Services Managers,1
44.05,19-3094,Political Scientists,2
44.05,19-3099,"Social Scientists and Related Workers, All Other",2
44.05,19-4061,Social Science Research Assistants,4
44.05,25-1065,"Political Science Teachers, Postsecondary",3
44.05,25-1071,"Health Specialties Teachers, Postsecondary",1
44.05,25-1081,"Education Teachers, Postsecondary",1
44.07,11-9151,Social and Community Service Managers,4
44.07,21-1013,Marriage and Family Therapists,1
44.07,21-1019,"Counselors, All Other",1
44.07,21-1021,"Child, Family, and School Social Workers",4
44.07,21-1022,Healthcare Social Workers,3
44.07,21-1023,Mental Health and Substance Abuse Social Workers,2
44.07,21-1029,"Social Workers, All Other",3
44.07,21-1092,Probation Officers and Correctional Treatment Specialists,1
44.07,25-1113,"Social Work Teachers, Postsecondary",3
45.01,11-9199,"Managers, All Other",4
45.01,15-2041,Statisticians,2
45.01,19-3022,Survey Researchers,1
45.01,19-3041,Sociologists,2
45.01,19-3099,"Social Scientists and Related Workers, All Other",4
45.01,19-4061,Social Science Research Assistants,2
45.01,25-1067,"Sociology Teachers, Postsecondary",1
45.01,25-1069,"Social Sciences Teachers, Postsecondary, All Other",4
45.01,25-2021,"Elementary School Teachers, Except Special Education",1
45.01,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1
45.01,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2
45.02,11-9199,"Managers, All Other",6
45.02,19-1042,"Medical Scientists, Except Epidemiologists",1
45.02,19-3091,Anthropologists and Archeologists,6
45.02,19-4092,Forensic Science Technicians,1
45.02,25-1061,"Anthropology and Archeology Teachers, Postsecondary",6
45.02,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1
45.03,11-9199,"Managers, All Other",1
45.03,19-3091,Anthropologists and Archeologists,1
45.03,25-1061,"Anthropology and Archeology Teachers, Postsecondary",1
45.03,39-7011,Tour Guides and Escorts,1
45.04,11-9199,"Managers, All Other",1
45.04,19-3039,"Psychologists, All Other",1
45.04,19-3041,Sociologists,1
45.04,19-4099,"Life, Physical, and Social Science Technicians, All Other",1
45.04,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1
45.05,11-9199,"Managers, All Other",3
45.05,19-3041,Sociologists,3
45.05,19-3099,"Social Scientists and Related Workers, All Other",3
45.05,25-1067,"Sociology Teachers, Postsecondary",3
45.06,11-9199,"Managers, All Other",6
45.06,13-1161,Market Research Analysts and Marketing Specialists,1
45.06,15-2041,Statisticians,1
45.06,15-2051,Data Scientists,1
45.06,19-3011,Economists,6
45.06,19-3022,Survey Researchers,2
45.06,19-4061,Social Science Research Assistants,4
45.06,25-1063,"Economics Teachers, Postsecondary",6
45.06,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1
45.07,11-9199,"Managers, All Other",3
45.07,17-1021,Cartographers and Photogrammetrists,1
45.07,17-3031,Surveying and Mapping Technicians,2
45.07,19-3092,Geographers,3
45.07,25-1064,"Geography Teachers, Postsecondary",3
45.09,11-9199,"Managers, All Other",3
45.09,19-3094,Political Scientists,3
45.09,25-1065,"Political Science Teachers, Postsecondary",3
45.10,11-9199,"Managers, All Other",5
45.10,19-3011,Economists,1
45.10,19-3094,Political Scientists,5
45.10,19-4061,Social Science Research Assistants,2
45.10,25-1063,"Economics Teachers, Postsecondary",1
45.10,25-1065,"Political Science Teachers, Postsecondary",4
45.10,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",4
45.11,11-9199,"Managers, All Other",4
45.11,19-3041,Sociologists,4
45.11,19-4061,Social Science Research Assistants,2
45.11,25-1067,"Sociology Teachers, Postsecondary",4
45.11,25-1069,"Social Sciences Teachers, Postsecondary, All Other",2
45.12,11-9199,"Managers, All Other",1
45.12,19-3041,Sociologists,1
45.12,19-3051,Urban and Regional Planners,1
45.12,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1
45.13,11-9199,"Managers, All Other",1
45.13,19-3041,Sociologists,1
45.13,19-3091,Anthropologists and Archeologists,1
45.13,25-1061,"Anthropology and Archeology Teachers, Postsecondary",1
45.13,25-1067,"Sociology Teachers, Postsecondary",1
45.15,11-9199,"Managers, All Other",1
45.15,19-3091,Anthropologists and Archeologists,1
45.15,19-3092,Geographers,1
45.15,25-1061,"Anthropology and Archeology Teachers, Postsecondary",1
45.15,25-1064,"Geography Teachers, Postsecondary",1
45.99,11-9199,"Managers, All Other",1
45.99,19-3099,"Social Scientists and Related Workers, All Other",1
45.99,25-1069,"Social Sciences Teachers, Postsecondary, All Other",1
46.00,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,1
46.01,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,1
46.01,47-2021,Brickmasons and Blockmasons,1
46.01,47-2022,Stonemasons,1
46.01,47-2044,Tile and Stone Setters,1
46.02,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,1
46.02,47-2031,Carpenters,1
46.03,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,1
46.03,47-2111,Electricians,1
46.03,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",2
46.03,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1
46.03,49-2098,Security and Fire Alarm Systems Installers,1
46.03,49-9051,Electrical Power-Line Installers and Repairers,3
46.03,49-9097,Signal and Track Switch Repairers,1
46.04,11-3013,Facilities Managers,2
46.04,17-3022,Civil Engineering Technologists and Technicians,1
46.04,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1
46.04,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,11
46.04,47-2041,Carpet Installers,1
46.04,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",1
46.04,47-2043,Floor Sanders and Finishers,1
46.04,47-2044,Tile and Stone Setters,1
46.04,47-2051,Cement Masons and Concrete Finishers,1
46.04,47-2053,Terrazzo Workers and Finishers,1
46.04,47-2081,Drywall and Ceiling Tile Installers,1
46.04,47-2121,Glaziers,1
46.04,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1
46.04,47-2132,"Insulation Workers, Mechanical",1
46.04,47-2141,"Painters, Construction and Maintenance",1
