soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
39-2021,Animal Caretakers,721,Accommodation,620,0.0022433693960994317
39-2021,Animal Caretakers,621,Ambulatory Health Care Services,380,0.0013749683395448131
39-2021,Animal Caretakers,624,Social Assistance,310,0.0011216846980497159
39-2021,Animal Caretakers,622,Hospitals,300,0.0010855013206932736
39-2021,Animal Caretakers,444,Building Material and Garden Equipment and Supplies Dealers,230,0.0008322176791981763
39-2021,Animal Caretakers,493,Warehousing and Storage,80,0.0002894670188515396
39-2021,Animal Caretakers,623,Nursing and Residential Care Facilities,80,0.0002894670188515396
39-2021,Animal Caretakers,311,Food Manufacturing,70,0.00025328364149509715
39-2021,Animal Caretakers,551,Management of Companies and Enterprises,50,0.00018091688678221226
39-3011,Gambling Dealers,721,Accommodation,45110,0.5576709111138584
39-3011,Gambling Dealers,713,"Amusement, Gambling, and Recreation Industries",34020,0.42057114600074175
39-3011,Gambling Dealers,711,"Performing Arts, Spectator Sports, and Related Industries",1350,0.016689331190505623
39-3011,Gambling Dealers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",210,0.002596118185189764
39-3011,Gambling Dealers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",200,0.002472493509704537
39-3012,Gambling and Sports Book Writers and Runners,713,"Amusement, Gambling, and Recreation Industries",4630,0.623989218328841
39-3012,Gambling and Sports Book Writers and Runners,721,Accommodation,1360,0.18328840970350405
39-3012,Gambling and Sports Book Writers and Runners,711,"Performing Arts, Spectator Sports, and Related Industries",730,0.09838274932614555
39-3012,Gambling and Sports Book Writers and Runners,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",660,0.0889487870619946
39-3012,Gambling and Sports Book Writers and Runners,722,Food Services and Drinking Places,40,0.005390835579514825
39-3019,"Gambling Service Workers, All Other",713,"Amusement, Gambling, and Recreation Industries",6290,0.4451521585279547
39-3019,"Gambling Service Workers, All Other",721,Accommodation,3790,0.26822363765038926
39-3019,"Gambling Service Workers, All Other",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",2630,0.18612880396319886
39-3019,"Gambling Service Workers, All Other",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",690,0.04883227176220807
39-3019,"Gambling Service Workers, All Other",711,"Performing Arts, Spectator Sports, and Related Industries",470,0.03326256192498231
39-3019,"Gambling Service Workers, All Other",722,Food Services and Drinking Places,260,0.01840056617126681
39-3021,Motion Picture Projectionists,711,"Performing Arts, Spectator Sports, and Related Industries",170,0.4857142857142857
39-3021,Motion Picture Projectionists,712,"Museums, Historical Sites, and Similar Institutions",140,0.4
39-3021,Motion Picture Projectionists,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",40,0.11428571428571428
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",512,Motion Picture and Sound Recording Industries,52050,0.4928977272727273
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",711,"Performing Arts, Spectator Sports, and Related Industries",33410,0.3163825757575758
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",713,"Amusement, Gambling, and Recreation Industries",4640,0.04393939393939394
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",611,Educational Services,3730,0.0353219696969697
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",721,Accommodation,3510,0.033238636363636366
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",3040,0.02878787878787879
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",712,"Museums, Historical Sites, and Similar Institutions",2380,0.022537878787878787
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",722,Food Services and Drinking Places,1470,0.013920454545454545
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",940,0.008901515151515152
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",812,Personal and Laundry Services,200,0.001893939393939394
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",487,Scenic and Sightseeing Transportation,150,0.0014204545454545455
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",40,0.0003787878787878788
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",483,Water Transportation,40,0.0003787878787878788
39-3091,Amusement and Recreation Attendants,713,"Amusement, Gambling, and Recreation Industries",254530,0.6853073422901914
39-3091,Amusement and Recreation Attendants,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",41610,0.11203252470315823
39-3091,Amusement and Recreation Attendants,711,"Performing Arts, Spectator Sports, and Related Industries",17130,0.04612153684607307
39-3091,Amusement and Recreation Attendants,721,Accommodation,16660,0.04485608895829407
39-3091,Amusement and Recreation Attendants,611,Educational Services,11200,0.03015535392154223
39-3091,Amusement and Recreation Attendants,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",6100,0.01642389811798282
39-3091,Amusement and Recreation Attendants,712,"Museums, Historical Sites, and Similar Institutions",5030,0.01354298484154977
39-3091,Amusement and Recreation Attendants,561,Administrative and Support Services,4710,0.012681403300934278
39-3091,Amusement and Recreation Attendants,722,Food Services and Drinking Places,3000,0.00807732694327024
39-3091,Amusement and Recreation Attendants,532,Rental and Leasing Services,2160,0.005815675399154573
39-3091,Amusement and Recreation Attendants,531,Real Estate,2110,0.005681053283433403
39-3091,Amusement and Recreation Attendants,512,Motion Picture and Sound Recording Industries,1880,0.005061791551116017
39-3091,Amusement and Recreation Attendants,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1580,0.004254058856788994
39-3091,Amusement and Recreation Attendants,812,Personal and Laundry Services,1450,0.0039040413559139494
39-3091,Amusement and Recreation Attendants,623,Nursing and Residential Care Facilities,450,0.001211599041490536
39-3091,Amusement and Recreation Attendants,624,Social Assistance,420,0.0011308257720578337
39-3091,Amusement and Recreation Attendants,487,Scenic and Sightseeing Transportation,330,0.0008885059637597265
39-3091,Amusement and Recreation Attendants,541,"Professional, Scientific, and Technical Services",280,0.0007538838480385557
39-3091,Amusement and Recreation Attendants,551,Management of Companies and Enterprises,250,0.0006731105786058533
39-3091,Amusement and Recreation Attendants,237,Heavy and Civil Engineering Construction,140,0.00037694192401927786
39-3091,Amusement and Recreation Attendants,621,Ambulatory Health Care Services,130,0.00035001750087504374
39-3091,Amusement and Recreation Attendants,622,Hospitals,120,0.00032309307773080963
39-3091,Amusement and Recreation Attendants,445,Food and Beverage Retailers,80,0.00021539538515387308
39-3091,Amusement and Recreation Attendants,311,Food Manufacturing,60,0.00016154653886540481
39-3092,Costume Attendants,711,"Performing Arts, Spectator Sports, and Related Industries",2880,0.4608
39-3092,Costume Attendants,512,Motion Picture and Sound Recording Industries,1210,0.1936
39-3092,Costume Attendants,713,"Amusement, Gambling, and Recreation Industries",680,0.1088
39-3092,Costume Attendants,611,Educational Services,610,0.0976
39-3092,Costume Attendants,721,Accommodation,500,0.08
39-3092,Costume Attendants,561,Administrative and Support Services,160,0.0256
39-3092,Costume Attendants,516,Broadcasting and Content Providers,110,0.0176
39-3092,Costume Attendants,541,"Professional, Scientific, and Technical Services",60,0.0096
39-3092,Costume Attendants,712,"Museums, Historical Sites, and Similar Institutions",40,0.0064
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",713,"Amusement, Gambling, and Recreation Industries",4990,0.35744985673352436
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",812,Personal and Laundry Services,3260,0.2335243553008596
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",721,Accommodation,2590,0.18553008595988538
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",611,Educational Services,1390,0.0995702005730659
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",711,"Performing Arts, Spectator Sports, and Related Industries",890,0.06375358166189111
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",561,Administrative and Support Services,240,0.017191977077363897
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",220,0.015759312320916905
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",531,Real Estate,150,0.010744985673352435
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",140,0.01002865329512894
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",622,Hospitals,50,0.0035816618911174787
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,0.0028653295128939827
39-3099,"Entertainment Attendants and Related Workers, All Other",713,"Amusement, Gambling, and Recreation Industries",2060,0.28690807799442897
39-3099,"Entertainment Attendants and Related Workers, All Other",711,"Performing Arts, Spectator Sports, and Related Industries",1280,0.17827298050139276
39-3099,"Entertainment Attendants and Related Workers, All Other",512,Motion Picture and Sound Recording Industries,1110,0.15459610027855153
39-3099,"Entertainment Attendants and Related Workers, All Other",721,Accommodation,820,0.11420612813370473
39-3099,"Entertainment Attendants and Related Workers, All Other",611,Educational Services,770,0.10724233983286909
39-3099,"Entertainment Attendants and Related Workers, All Other",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",670,0.09331476323119778
39-3099,"Entertainment Attendants and Related Workers, All Other",712,"Museums, Historical Sites, and Similar Institutions",260,0.036211699164345405
39-3099,"Entertainment Attendants and Related Workers, All Other",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",210,0.02924791086350975
39-4011,Embalmers,812,Personal and Laundry Services,3340,0.9881656804733728
39-4011,Embalmers,611,Educational Services,40,0.011834319526627219
39-4012,Crematory Operators,812,Personal and Laundry Services,2780,0.9823321554770318
39-4012,Crematory Operators,541,"Professional, Scientific, and Technical Services",50,0.0176678445229682
39-4021,Funeral Attendants,812,Personal and Laundry Services,30300,0.9980237154150198
39-4021,Funeral Attendants,551,Management of Companies and Enterprises,30,0.0009881422924901185
39-4021,Funeral Attendants,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",30,0.0009881422924901185
39-4031,"Morticians, Undertakers, and Funeral Arrangers",812,Personal and Laundry Services,25350,0.9933385579937304
39-4031,"Morticians, Undertakers, and Funeral Arrangers",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",170,0.0066614420062695925
39-5011,Barbers,812,Personal and Laundry Services,17660,0.991577765300393
39-5011,Barbers,611,Educational Services,80,0.004491858506457047
39-5011,Barbers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",70,0.0039303761931499155
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",812,Personal and Laundry Services,261210,0.8855476828152016
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",455,General Merchandise Retailers,16810,0.056988846323354915
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",456,Health and Personal Care Retailers,10090,0.0342068684951012
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",512,Motion Picture and Sound Recording Industries,1720,0.005831101467945893
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",623,Nursing and Residential Care Facilities,1280,0.004339424348238804
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",721,Accommodation,970,0.0032884700138997186
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",561,Administrative and Support Services,830,0.0028138454758110994
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",611,Educational Services,340,0.0011526595925009323
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",713,"Amusement, Gambling, and Recreation Industries",340,0.0011526595925009323
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",516,Broadcasting and Content Providers,300,0.0010170525816184696
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",711,"Performing Arts, Spectator Sports, and Related Industries",250,0.0008475438180153914
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",190,0.0006441333016916974
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",621,Ambulatory Health Care Services,150,0.0005085262908092348
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",622,Hospitals,150,0.0005085262908092348
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",551,Management of Companies and Enterprises,120,0.00040682103264738786
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",110,0.00037291927992677223
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",60,0.00020341051632369393
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",50,0.00016950876360307827
39-5091,"Makeup Artists, Theatrical and Performance",512,Motion Picture and Sound Recording Industries,1160,0.6444444444444445
39-5091,"Makeup Artists, Theatrical and Performance",713,"Amusement, Gambling, and Recreation Industries",250,0.1388888888888889
39-5091,"Makeup Artists, Theatrical and Performance",561,Administrative and Support Services,160,0.08888888888888889
39-5091,"Makeup Artists, Theatrical and Performance",516,Broadcasting and Content Providers,100,0.05555555555555555
39-5091,"Makeup Artists, Theatrical and Performance",711,"Performing Arts, Spectator Sports, and Related Industries",80,0.044444444444444446
39-5091,"Makeup Artists, Theatrical and Performance",611,Educational Services,50,0.027777777777777776
39-5092,Manicurists and Pedicurists,812,Personal and Laundry Services,145820,0.9876727174207531
39-5092,Manicurists and Pedicurists,721,Accommodation,1190,0.008060146301815226
39-5092,Manicurists and Pedicurists,713,"Amusement, Gambling, and Recreation Industries",310,0.0020997019777837986
39-5092,Manicurists and Pedicurists,455,General Merchandise Retailers,180,0.001219181793551883
39-5092,Manicurists and Pedicurists,621,Ambulatory Health Care Services,60,0.000406393931183961
39-5092,Manicurists and Pedicurists,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",50,0.0003386616093199675
39-5092,Manicurists and Pedicurists,623,Nursing and Residential Care Facilities,30,0.0002031969655919805
39-5093,Shampooers,812,Personal and Laundry Services,8740,1.0
39-5094,Skincare Specialists,812,Personal and Laundry Services,51830,0.7412757437070938
39-5094,Skincare Specialists,621,Ambulatory Health Care Services,11120,0.15903890160183065
39-5094,Skincare Specialists,456,Health and Personal Care Retailers,2950,0.042191075514874145
39-5094,Skincare Specialists,721,Accommodation,2110,0.030177345537757437
39-5094,Skincare Specialists,713,"Amusement, Gambling, and Recreation Industries",700,0.010011441647597255
39-5094,Skincare Specialists,424,"Merchant Wholesalers, Nondurable Goods",470,0.006721967963386728
39-5094,Skincare Specialists,561,Administrative and Support Services,330,0.004719679633867277
39-5094,Skincare Specialists,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",140,0.002002288329519451
39-5094,Skincare Specialists,622,Hospitals,130,0.0018592677345537758
39-5094,Skincare Specialists,455,General Merchandise Retailers,90,0.0012871853546910755
39-5094,Skincare Specialists,611,Educational Services,50,0.0007151029748283753
39-6011,Baggage Porters and Bellhops,721,Accommodation,16690,0.5472131147540984
39-6011,Baggage Porters and Bellhops,488,Support Activities for Transportation,4680,0.15344262295081967
39-6011,Baggage Porters and Bellhops,812,Personal and Laundry Services,2840,0.09311475409836066
39-6011,Baggage Porters and Bellhops,531,Real Estate,1720,0.05639344262295082
39-6011,Baggage Porters and Bellhops,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1450,0.047540983606557376
39-6011,Baggage Porters and Bellhops,561,Administrative and Support Services,940,0.03081967213114754
39-6011,Baggage Porters and Bellhops,481,Air Transportation,900,0.029508196721311476
39-6011,Baggage Porters and Bellhops,713,"Amusement, Gambling, and Recreation Industries",870,0.028524590163934428
39-6011,Baggage Porters and Bellhops,485,Transit and Ground Passenger Transportation,200,0.006557377049180328
39-6011,Baggage Porters and Bellhops,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",90,0.0029508196721311475
39-6011,Baggage Porters and Bellhops,623,Nursing and Residential Care Facilities,70,0.0022950819672131148
39-6011,Baggage Porters and Bellhops,441,Motor Vehicle and Parts Dealers,50,0.001639344262295082
39-6012,Concierges,623,Nursing and Residential Care Facilities,9050,0.21934076587493942
39-6012,Concierges,531,Real Estate,8910,0.2159476490547746
39-6012,Concierges,721,Accommodation,7660,0.18565196316044597
39-6012,Concierges,561,Administrative and Support Services,5110,0.12384876393601552
39-6012,Concierges,812,Personal and Laundry Services,4060,0.09840038778477944
39-6012,Concierges,622,Hospitals,1480,0.03587009209888512
39-6012,Concierges,713,"Amusement, Gambling, and Recreation Industries",1430,0.034658264663111976
39-6012,Concierges,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",790,0.019146873485215706
39-6012,Concierges,483,Water Transportation,760,0.018419777023751818
39-6012,Concierges,512,Motion Picture and Sound Recording Industries,620,0.015026660203587009
39-6012,Concierges,711,"Performing Arts, Spectator Sports, and Related Industries",500,0.012118274357731459
39-6012,Concierges,488,Support Activities for Transportation,250,0.0060591371788657295
39-6012,Concierges,481,Air Transportation,190,0.0046049442559379546
39-6012,Concierges,236,Construction of Buildings,140,0.0033931168201648087
39-6012,Concierges,312,Beverage and Tobacco Product Manufacturing,90,0.0021812893843916625
39-6012,Concierges,441,Motor Vehicle and Parts Dealers,80,0.0019389238972370335
39-6012,Concierges,712,"Museums, Historical Sites, and Similar Institutions",50,0.0012118274357731458
39-6012,Concierges,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",50,0.0012118274357731458
39-6012,Concierges,525,"Funds, Trusts, and Other Financial Vehicles",40,0.0009694619486185168
39-7010,Tour and Travel Guides,712,"Museums, Historical Sites, and Similar Institutions",16180,0.3358239933582399
39-7010,Tour and Travel Guides,713,"Amusement, Gambling, and Recreation Industries",8870,0.18410128684101287
39-7010,Tour and Travel Guides,561,Administrative and Support Services,8520,0.17683686176836863
39-7010,Tour and Travel Guides,487,Scenic and Sightseeing Transportation,3610,0.07492735574927356
39-7010,Tour and Travel Guides,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",3450,0.07160647571606475
39-7010,Tour and Travel Guides,721,Accommodation,1580,0.0327936903279369
39-7010,Tour and Travel Guides,611,Educational Services,1310,0.02718970527189705
39-7010,Tour and Travel Guides,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",870,0.01805728518057285
39-7010,Tour and Travel Guides,312,Beverage and Tobacco Product Manufacturing,660,0.0136986301369863
39-7010,Tour and Travel Guides,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",640,0.013283520132835201
39-7010,Tour and Travel Guides,711,"Performing Arts, Spectator Sports, and Related Industries",620,0.012868410128684102
39-7010,Tour and Travel Guides,551,Management of Companies and Enterprises,460,0.009547530095475302
39-7010,Tour and Travel Guides,532,Rental and Leasing Services,310,0.006434205064342051
39-7010,Tour and Travel Guides,541,"Professional, Scientific, and Technical Services",310,0.006434205064342051
39-7010,Tour and Travel Guides,483,Water Transportation,200,0.004151100041511001
39-7010,Tour and Travel Guides,485,Transit and Ground Passenger Transportation,190,0.00394354503943545
39-7010,Tour and Travel Guides,722,Food Services and Drinking Places,160,0.0033208800332088003
39-7010,Tour and Travel Guides,624,Social Assistance,140,0.0029057700290577005
39-7010,Tour and Travel Guides,424,"Merchant Wholesalers, Nondurable Goods",50,0.0010377750103777502
39-7010,Tour and Travel Guides,445,Food and Beverage Retailers,50,0.0010377750103777502
39-9011,Childcare Workers,624,Social Assistance,297890,0.5736044518899351
39-9011,Childcare Workers,611,Educational Services,118900,0.228948837925789
39-9011,Childcare Workers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",31500,0.0606550748079256
39-9011,Childcare Workers,713,"Amusement, Gambling, and Recreation Industries",29470,0.056746192209192615
39-9011,Childcare Workers,623,Nursing and Residential Care Facilities,11450,0.022047638303198353
39-9011,Childcare Workers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",10940,0.02106560375868908
39-9011,Childcare Workers,561,Administrative and Support Services,9710,0.018697167504284365
39-9011,Childcare Workers,622,Hospitals,3600,0.006932008549477211
39-9011,Childcare Workers,621,Ambulatory Health Care Services,2060,0.003966649336645293
39-9011,Childcare Workers,812,Personal and Laundry Services,840,0.0016174686615446825
39-9011,Childcare Workers,551,Management of Companies and Enterprises,790,0.0015211907650241657
39-9011,Childcare Workers,541,"Professional, Scientific, and Technical Services",660,0.001270868234070822
39-9011,Childcare Workers,721,Accommodation,650,0.0012516126547667187
39-9011,Childcare Workers,531,Real Estate,280,0.0005391562205148942
39-9011,Childcare Workers,712,"Museums, Historical Sites, and Similar Institutions",200,0.00038511158608206726
39-9011,Childcare Workers,722,Food Services and Drinking Places,150,0.00028883368956155044
39-9011,Childcare Workers,485,Transit and Ground Passenger Transportation,120,0.00023106695164924038
39-9011,Childcare Workers,711,"Performing Arts, Spectator Sports, and Related Industries",120,0.00023106695164924038
39-9031,Exercise Trainers and Group Fitness Instructors,713,"Amusement, Gambling, and Recreation Industries",204650,0.6755463128012148
39-9031,Exercise Trainers and Group Fitness Instructors,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",30660,0.10120816003168945
39-9031,Exercise Trainers and Group Fitness Instructors,611,Educational Services,26670,0.08803723509605862
39-9031,Exercise Trainers and Group Fitness Instructors,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",14370,0.04743513567042979
39-9031,Exercise Trainers and Group Fitness Instructors,812,Personal and Laundry Services,10340,0.03413217138707335
39-9031,Exercise Trainers and Group Fitness Instructors,621,Ambulatory Health Care Services,4230,0.013963161021984551
39-9031,Exercise Trainers and Group Fitness Instructors,622,Hospitals,3190,0.010530137981118372
39-9031,Exercise Trainers and Group Fitness Instructors,721,Accommodation,2430,0.008021390374331552
39-9031,Exercise Trainers and Group Fitness Instructors,624,Social Assistance,1940,0.006403908364692679
39-9031,Exercise Trainers and Group Fitness Instructors,623,Nursing and Residential Care Facilities,1450,0.004786426355053806
39-9031,Exercise Trainers and Group Fitness Instructors,711,"Performing Arts, Spectator Sports, and Related Industries",1440,0.004753416518122401
39-9031,Exercise Trainers and Group Fitness Instructors,551,Management of Companies and Enterprises,920,0.0030369049976893114
39-9031,Exercise Trainers and Group Fitness Instructors,561,Administrative and Support Services,360,0.0011883541295306002
39-9031,Exercise Trainers and Group Fitness Instructors,531,Real Estate,290,0.0009572852710107612
39-9032,Recreation Workers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",109890,0.35631140365098407
39-9032,Recreation Workers,623,Nursing and Residential Care Facilities,64860,0.21030446483577056
39-9032,Recreation Workers,611,Educational Services,29340,0.09513310203949288
39-9032,Recreation Workers,713,"Amusement, Gambling, and Recreation Industries",29220,0.09474400959761356
39-9032,Recreation Workers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",27860,0.09033429525631465
39-9032,Recreation Workers,624,Social Assistance,21990,0.07130118997438475
39-9032,Recreation Workers,721,Accommodation,8990,0.02914950877079213
39-9032,Recreation Workers,622,Hospitals,2950,0.009565189196199864
39-9032,Recreation Workers,561,Administrative and Support Services,2790,0.00904639927369411
39-9032,Recreation Workers,531,Real Estate,2730,0.00885185305275445
39-9032,Recreation Workers,712,"Museums, Historical Sites, and Similar Institutions",2140,0.006938815213514478
39-9032,Recreation Workers,711,"Performing Arts, Spectator Sports, and Related Industries",2110,0.006841542103044648
39-9032,Recreation Workers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1270,0.004117895009889433
39-9032,Recreation Workers,621,Ambulatory Health Care Services,1190,0.0038585000486365552
39-9032,Recreation Workers,812,Personal and Laundry Services,400,0.0012969748062643884
39-9032,Recreation Workers,532,Rental and Leasing Services,380,0.0012321260659511688
39-9032,Recreation Workers,551,Management of Companies and Enterprises,260,0.0008430336240718524
39-9032,Recreation Workers,312,Beverage and Tobacco Product Manufacturing,40,0.00012969748062643884
39-9041,Residential Advisors,623,Nursing and Residential Care Facilities,33780,0.40831620935573554
39-9041,Residential Advisors,624,Social Assistance,22610,0.2732986824610178
39-9041,Residential Advisors,611,Educational Services,14140,0.17091744228212258
39-9041,Residential Advisors,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",4050,0.04895443007373383
39-9041,Residential Advisors,531,Real Estate,2270,0.02743865586848785
39-9041,Residential Advisors,621,Ambulatory Health Care Services,2220,0.02683428018856521
39-9041,Residential Advisors,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1110,0.013417140094282605
39-9041,Residential Advisors,721,Accommodation,1050,0.012691889278375439
39-9041,Residential Advisors,622,Hospitals,600,0.007252508159071679
39-9041,Residential Advisors,561,Administrative and Support Services,540,0.006527257343164511
39-9041,Residential Advisors,551,Management of Companies and Enterprises,360,0.004351504895443007
39-9099,"Personal Care and Service Workers, All Other",624,Social Assistance,25980,0.4400406504065041
39-9099,"Personal Care and Service Workers, All Other",812,Personal and Laundry Services,18510,0.31351626016260165
39-9099,"Personal Care and Service Workers, All Other",721,Accommodation,3340,0.056571815718157184
39-9099,"Personal Care and Service Workers, All Other",713,"Amusement, Gambling, and Recreation Industries",2090,0.03539972899728997
39-9099,"Personal Care and Service Workers, All Other",488,Support Activities for Transportation,1870,0.03167344173441734
39-9099,"Personal Care and Service Workers, All Other",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1420,0.024051490514905148
39-9099,"Personal Care and Service Workers, All Other",623,Nursing and Residential Care Facilities,1320,0.022357723577235773
39-9099,"Personal Care and Service Workers, All Other",611,Educational Services,730,0.01236449864498645
39-9099,"Personal Care and Service Workers, All Other",711,"Performing Arts, Spectator Sports, and Related Industries",650,0.011009485094850948
39-9099,"Personal Care and Service Workers, All Other",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",480,0.008130081300813009
39-9099,"Personal Care and Service Workers, All Other",622,Hospitals,460,0.007791327913279133
39-9099,"Personal Care and Service Workers, All Other",621,Ambulatory Health Care Services,360,0.006097560975609756
39-9099,"Personal Care and Service Workers, All Other",458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",330,0.005589430894308943
39-9099,"Personal Care and Service Workers, All Other",441,Motor Vehicle and Parts Dealers,320,0.005420054200542005
39-9099,"Personal Care and Service Workers, All Other",445,Food and Beverage Retailers,300,0.00508130081300813
39-9099,"Personal Care and Service Workers, All Other",541,"Professional, Scientific, and Technical Services",300,0.00508130081300813
39-9099,"Personal Care and Service Workers, All Other",531,Real Estate,230,0.0038956639566395663
39-9099,"Personal Care and Service Workers, All Other",712,"Museums, Historical Sites, and Similar Institutions",140,0.0023712737127371273
39-9099,"Personal Care and Service Workers, All Other",456,Health and Personal Care Retailers,110,0.0018631436314363143
39-9099,"Personal Care and Service Workers, All Other",811,Repair and Maintenance,100,0.0016937669376693768
41-1011,First-Line Supervisors of Retail Sales Workers,455,General Merchandise Retailers,197550,0.17752835241467316
41-1011,First-Line Supervisors of Retail Sales Workers,445,Food and Beverage Retailers,187170,0.16820036305469185
