cip4,naics3,naics3_title,weighted_emp,share_in_naics3
39.07,611,Educational Services,46350,0.18235826415391274
39.07,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",44390,0.17464688987685406
39.07,624,Social Assistance,36190,0.14238501790140456
39.07,621,Ambulatory Health Care Services,24690,0.09713970964315222
39.07,622,Hospitals,12390,0.048746901679977965
39.07,623,Nursing and Residential Care Facilities,9330,0.03670771530865169
39.07,561,Administrative and Support Services,2850,0.011212967698784278
39.07,551,Management of Companies and Enterprises,2520,0.009914624070503994
39.07,541,"Professional, Scientific, and Technical Services",1930,0.0075933430381240905
39.07,812,Personal and Laundry Services,1930,0.0075933430381240905
39.07,531,Real Estate,650,0.002557343510249046
39.07,524,Insurance Carriers and Related Activities,500,0.0019671873155761893
39.07,712,"Museums, Historical Sites, and Similar Institutions",200,0.0007868749262304757
39.07,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",180,0.000708187433607428
39.07,311,Food Manufacturing,120,0.0004721249557382854
39.07,711,"Performing Arts, Spectator Sports, and Related Industries",110,0.0004327812094267616
39.07,236,Construction of Buildings,60,0.0002360624778691427
39.07,485,Transit and Ground Passenger Transportation,40,0.00015737498524609513
39.07,713,"Amusement, Gambling, and Recreation Industries",40,0.00015737498524609513
39.08,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",168550,0.20725229323955438
39.08,541,"Professional, Scientific, and Technical Services",102000,0.1254211445294248
39.08,611,Educational Services,84660,0.10409954995942257
39.08,551,Management of Companies and Enterprises,61270,0.07533876005213584
39.08,522,Credit Intermediation and Related Activities,36370,0.044721245358188035
39.08,561,Administrative and Support Services,35310,0.043417849150333226
39.08,524,Insurance Carriers and Related Activities,27860,0.034257187123429164
39.08,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",27340,0.0336177852101419
39.08,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",19920,0.02449401175515825
39.08,622,Hospitals,17510,0.021530629810884588
39.08,423,"Merchant Wholesalers, Durable Goods",14350,0.01764503356860045
39.08,621,Ambulatory Health Care Services,12550,0.015431719253375305
39.08,513,Publishing Industries,12530,0.015407126872095025
39.08,424,"Merchant Wholesalers, Nondurable Goods",11040,0.013574994466714212
39.08,334,Computer and Electronic Product Manufacturing,10010,0.012308486830779824
39.08,236,Construction of Buildings,9850,0.01211174778053759
39.08,325,Chemical Manufacturing,8870,0.0109067210978039
39.08,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",8140,0.010009099181073703
39.08,336,Transportation Equipment Manufacturing,7770,0.009554140127388535
39.08,517,Telecommunications,7310,0.008988515357942109
39.08,238,Specialty Trade Contractors,7200,0.008853257260900574
39.08,531,Real Estate,7080,0.008705702973218897
39.08,624,Social Assistance,5710,0.00702112485551976
39.08,221,Utilities,5680,0.006984236283599341
39.08,516,Broadcasting and Content Providers,5650,0.006947347711678922
39.08,441,Motor Vehicle and Parts Dealers,5590,0.006873570567838084
39.08,812,Personal and Laundry Services,4830,0.005939060079187468
39.08,711,"Performing Arts, Spectator Sports, and Related Industries",4050,0.004979957209256572
39.08,333,Machinery Manufacturing,4040,0.004967661018616433
39.08,713,"Amusement, Gambling, and Recreation Industries",3910,0.004807810540294616
39.08,519,"Web Search Portals, Libraries, Archives, and Other Information Services",3840,0.004721737205813639
39.08,512,Motion Picture and Sound Recording Industries,3820,0.0046971448245333594
39.08,722,Food Services and Drinking Places,3660,0.004500405774291125
39.08,488,Support Activities for Transportation,3610,0.004438924821090426
39.08,721,Accommodation,3610,0.004438924821090426
39.08,339,Miscellaneous Manufacturing,3390,0.004168408627007353
39.08,237,Heavy and Civil Engineering Construction,3340,0.004106927673806654
39.08,623,Nursing and Residential Care Facilities,3330,0.004094631483166515
39.08,311,Food Manufacturing,2970,0.0036519686201214865
39.08,425,Wholesale Trade Agents and Brokers,2740,0.0033691562353982737
39.08,811,Repair and Maintenance,2470,0.003037159088114502
39.08,493,Warehousing and Storage,2290,0.0028158276565919877
39.08,332,Fabricated Metal Product Manufacturing,2260,0.0027789390846715686
39.08,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",2240,0.002754346703391289
39.08,532,Rental and Leasing Services,2080,0.0025576076531490543
39.08,712,"Museums, Historical Sites, and Similar Institutions",1940,0.002385460984187099
39.08,211,Oil and Gas Extraction,1660,0.0020411676462631875
39.08,326,Plastics and Rubber Products Manufacturing,1620,0.001991982883702629
39.08,324,Petroleum and Coal Products Manufacturing,1550,0.0019059095492216511
39.08,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1440,0.0017706514521801146
39.08,562,Waste Management and Remediation Services,1390,0.0017091704989794163
39.08,335,"Electrical Equipment, Appliance, and Component Manufacturing",1350,0.0016599857364188574
39.08,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",1270,0.00156161621129774
39.08,484,Truck Transportation,1260,0.0015493200206576003
39.08,213,Support Activities for Mining,1230,0.0015124314487371812
39.08,445,Food and Beverage Retailers,1220,0.0015001352580970414
39.08,456,Health and Personal Care Retailers,1110,0.001364877161055505
39.08,455,General Merchandise Retailers,1090,0.0013402847797752257
39.08,322,Paper Manufacturing,960,0.0011804343014534097
39.08,481,Air Transportation,960,0.0011804343014534097
39.08,212,Mining (except Oil and Gas),860,0.0010574723950520129
39.08,444,Building Material and Garden Equipment and Supplies Dealers,840,0.0010328800137717334
39.08,457,Gasoline Stations and Fuel Dealers,760,0.000934510488650616
39.08,327,Nonmetallic Mineral Product Manufacturing,720,0.0008853257260900573
39.08,525,"Funds, Trusts, and Other Financial Vehicles",630,0.0007746600103288001
39.08,331,Primary Metal Manufacturing,600,0.0007377714384083811
39.08,492,Couriers and Messengers,580,0.0007131790571281017
39.08,312,Beverage and Tobacco Product Manufacturing,570,0.000700882866487962
39.08,483,Water Transportation,510,0.0006271057226471239
39.08,337,Furniture and Related Product Manufacturing,460,0.0005656247694464256
39.08,521,Monetary Authorities-Central Bank,460,0.0005656247694464256
39.08,323,Printing and Related Support Activities,450,0.0005533285788062858
39.08,482,Rail Transportation,430,0.0005287361975260064
39.08,321,Wood Product Manufacturing,400,0.0004918476256055874
39.08,485,Transit and Ground Passenger Transportation,400,0.0004918476256055874
39.08,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),390,0.0004795514349654477
39.08,115,Support Activities for Agriculture and Forestry,330,0.0004057742911246096
39.08,486,Pipeline Transportation,280,0.00034429333792391115
39.08,113,Forestry and Logging,230,0.0002828123847232128
39.08,491,Postal Service (Federal Government),210,0.00025822000344293336
39.08,315,Apparel Manufacturing,180,0.00022133143152251432
39.08,313,Textile Mills,160,0.00019673905024223496
39.08,314,Textile Product Mills,120,0.00014755428768167621
39.08,487,Scenic and Sightseeing Transportation,40,4.918476256055874e-05
40.01,611,Educational Services,1072780,0.9149665665938864
40.01,541,"Professional, Scientific, and Technical Services",49690,0.0423802538209607
40.01,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",21210,0.01808986080786026
40.01,325,Chemical Manufacturing,6020,0.005134415938864629
40.01,551,Management of Companies and Enterprises,4340,0.003701555676855895
40.01,622,Hospitals,4100,0.0034968613537117903
40.01,424,"Merchant Wholesalers, Nondurable Goods",3140,0.0026780840611353714
40.01,621,Ambulatory Health Care Services,2490,0.0021237036026200873
40.01,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",2370,0.002021356441048035
40.01,561,Administrative and Support Services,1360,0.001159934497816594
40.01,334,Computer and Electronic Product Manufacturing,660,0.0005629093886462882
40.01,339,Miscellaneous Manufacturing,660,0.0005629093886462882
40.01,423,"Merchant Wholesalers, Durable Goods",620,0.0005287936681222708
40.01,623,Nursing and Residential Care Facilities,620,0.0005287936681222708
40.01,524,Insurance Carriers and Related Activities,470,0.00040085971615720525
40.01,624,Social Assistance,360,0.0003070414847161572
40.01,712,"Museums, Historical Sites, and Similar Institutions",340,0.0002899836244541485
40.01,311,Food Manufacturing,320,0.0002729257641921397
40.01,211,Oil and Gas Extraction,160,0.00013646288209606986
40.01,333,Machinery Manufacturing,160,0.00013646288209606986
40.01,221,Utilities,150,0.0001279339519650655
40.01,212,Mining (except Oil and Gas),90,7.67603711790393e-05
40.01,336,Transportation Equipment Manufacturing,80,6.823144104803493e-05
40.01,115,Support Activities for Agriculture and Forestry,50,4.264465065502183e-05
40.01,213,Support Activities for Mining,50,4.264465065502183e-05
40.01,335,"Electrical Equipment, Appliance, and Component Manufacturing",50,4.264465065502183e-05
40.01,562,Waste Management and Remediation Services,50,4.264465065502183e-05
40.01,713,"Amusement, Gambling, and Recreation Industries",50,4.264465065502183e-05
40.01,324,Petroleum and Coal Products Manufacturing,40,3.4115720524017465e-05
40.02,541,"Professional, Scientific, and Technical Services",61610,0.41701638012725056
40.02,611,Educational Services,33330,0.2255990253147421
40.02,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",23060,0.15608501421416002
40.02,325,Chemical Manufacturing,6020,0.040747258697712195
40.02,622,Hospitals,5880,0.03979964803032354
40.02,551,Management of Companies and Enterprises,4370,0.02957899011777447
40.02,621,Ambulatory Health Care Services,3460,0.023419520779748206
40.02,424,"Merchant Wholesalers, Nondurable Goods",3140,0.021253553540002707
40.02,334,Computer and Electronic Product Manufacturing,1270,0.008596182482739948
40.02,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1190,0.008054690672803573
40.02,561,Administrative and Support Services,840,0.005685664004331934
40.02,339,Miscellaneous Manufacturing,660,0.004467307431975091
40.02,423,"Merchant Wholesalers, Durable Goods",620,0.004196561527006904
40.02,524,Insurance Carriers and Related Activities,470,0.0031812643833762015
40.02,712,"Museums, Historical Sites, and Similar Institutions",340,0.0023013401922295927
40.02,311,Food Manufacturing,320,0.002165967239745499
40.02,221,Utilities,260,0.0017598483822932178
40.02,333,Machinery Manufacturing,210,0.0014214160010829835
40.02,211,Oil and Gas Extraction,160,0.0010829836198727495
40.02,212,Mining (except Oil and Gas),90,0.0006091782861784216
40.02,336,Transportation Equipment Manufacturing,80,0.0005414918099363748
40.02,623,Nursing and Residential Care Facilities,70,0.00047380533369432786
40.02,115,Support Activities for Agriculture and Forestry,50,0.00033843238121023417
40.02,213,Support Activities for Mining,50,0.00033843238121023417
40.02,335,"Electrical Equipment, Appliance, and Component Manufacturing",50,0.00033843238121023417
40.02,562,Waste Management and Remediation Services,50,0.00033843238121023417
40.02,713,"Amusement, Gambling, and Recreation Industries",50,0.00033843238121023417
40.02,324,Petroleum and Coal Products Manufacturing,40,0.0002707459049681874
40.04,541,"Professional, Scientific, and Technical Services",69260,0.3623901213897028
40.04,611,Educational Services,39650,0.20746128087065718
40.04,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",31830,0.166544579321892
40.04,325,Chemical Manufacturing,9370,0.04902678945165341
40.04,561,Administrative and Support Services,6740,0.035265801590623695
40.04,622,Hospitals,6270,0.032806613645876934
40.04,551,Management of Companies and Enterprises,5210,0.027260359983256592
40.04,621,Ambulatory Health Care Services,4150,0.02171410632063625
40.04,424,"Merchant Wholesalers, Nondurable Goods",3830,0.02003976559229803
40.04,516,Broadcasting and Content Providers,1470,0.0076915027208036835
40.04,334,Computer and Electronic Product Manufacturing,1440,0.007534533277521975
40.04,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1410,0.007377563834240268
40.04,339,Miscellaneous Manufacturing,1220,0.006383424026789451
40.04,311,Food Manufacturing,1160,0.006069485140226036
40.04,423,"Merchant Wholesalers, Durable Goods",1040,0.0054416073670992045
40.04,524,Insurance Carriers and Related Activities,870,0.004552113855169527
40.04,332,Fabricated Metal Product Manufacturing,780,0.004081205525324404
40.04,336,Transportation Equipment Manufacturing,690,0.00361029719547928
40.04,712,"Museums, Historical Sites, and Similar Institutions",610,0.0031917120133947256
40.04,333,Machinery Manufacturing,470,0.002459187944746756
40.04,331,Primary Metal Manufacturing,400,0.002092925910422771
40.04,335,"Electrical Equipment, Appliance, and Component Manufacturing",360,0.0018836333193804938
40.04,326,Plastics and Rubber Products Manufacturing,300,0.0015696944328170784
40.04,522,Credit Intermediation and Related Activities,270,0.0014127249895353705
40.04,212,Mining (except Oil and Gas),230,0.0012034323984930933
40.04,221,Utilities,230,0.0012034323984930933
40.04,237,Heavy and Civil Engineering Construction,230,0.0012034323984930933
40.04,211,Oil and Gas Extraction,160,0.0008371703641691084
40.04,322,Paper Manufacturing,160,0.0008371703641691084
40.04,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",160,0.0008371703641691084
40.04,624,Social Assistance,160,0.0008371703641691084
40.04,562,Waste Management and Remediation Services,130,0.0006802009208874006
40.04,623,Nursing and Residential Care Facilities,130,0.0006802009208874006
40.04,327,Nonmetallic Mineral Product Manufacturing,120,0.0006278777731268313
40.04,324,Petroleum and Coal Products Manufacturing,100,0.0005232314776056927
40.04,312,Beverage and Tobacco Product Manufacturing,90,0.00047090832984512346
40.04,513,Publishing Industries,90,0.00047090832984512346
40.04,313,Textile Mills,70,0.0003662620343239849
40.04,115,Support Activities for Agriculture and Forestry,50,0.00026161573880284636
40.04,213,Support Activities for Mining,50,0.00026161573880284636
40.04,713,"Amusement, Gambling, and Recreation Industries",50,0.00026161573880284636
40.04,517,Telecommunications,40,0.0002092925910422771
40.04,811,Repair and Maintenance,40,0.0002092925910422771
40.04,337,Furniture and Related Product Manufacturing,30,0.00015696944328170783
40.05,611,Educational Services,1151810,0.5218256035736453
40.05,541,"Professional, Scientific, and Technical Services",364560,0.16516330127261278
40.05,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",212840,0.09642680777612163
40.05,551,Management of Companies and Enterprises,64370,0.029162721370743043
40.05,325,Chemical Manufacturing,49450,0.02240324020169712
40.05,561,Administrative and Support Services,45500,0.02061369927557571
40.05,524,Insurance Carriers and Related Activities,32690,0.014810150094913627
40.05,522,Credit Intermediation and Related Activities,25960,0.011761134795471329
40.05,513,Publishing Industries,24650,0.01116764147566904
40.05,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",22640,0.010257014320857892
40.05,334,Computer and Electronic Product Manufacturing,17050,0.007724474124144305
40.05,622,Hospitals,16260,0.007366565938920024
40.05,423,"Merchant Wholesalers, Durable Goods",15420,0.0069860053369093945
40.05,424,"Merchant Wholesalers, Nondurable Goods",13640,0.006179579299315444
40.05,621,Ambulatory Health Care Services,12650,0.005731061446945775
40.05,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",12000,0.005436580028723264
40.05,311,Food Manufacturing,11570,0.00524176924436068
40.05,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",11180,0.005065080393427175
40.05,517,Telecommunications,10380,0.004702641724845624
40.05,519,"Web Search Portals, Libraries, Archives, and Other Information Services",7170,0.0032483565671621506
40.05,516,Broadcasting and Content Providers,7140,0.0032347651170903423
40.05,221,Utilities,6850,0.0031033810997295303
40.05,336,Transportation Equipment Manufacturing,5220,0.00236491231249462
40.05,493,Warehousing and Storage,4550,0.002061369927557571
40.05,562,Waste Management and Remediation Services,4200,0.0019028030100531426
40.05,624,Social Assistance,3800,0.0017215836757623671
40.05,339,Miscellaneous Manufacturing,3730,0.0016898702922614813
40.05,324,Petroleum and Coal Products Manufacturing,3310,0.0014995899912561672
40.05,333,Machinery Manufacturing,3150,0.001427102257539857
40.05,425,Wholesale Trade Agents and Brokers,2650,0.0012005780896763875
40.05,312,Beverage and Tobacco Product Manufacturing,2350,0.001064663588958306
40.05,332,Fabricated Metal Product Manufacturing,2080,0.0009423405383120325
40.05,512,Motion Picture and Sound Recording Industries,2020,0.0009151576381684162
40.05,326,Plastics and Rubber Products Manufacturing,1920,0.0008698528045957224
40.05,211,Oil and Gas Extraction,1630,0.0007384687872349101
40.05,488,Support Activities for Transportation,1500,0.000679572503590408
40.05,238,Specialty Trade Contractors,1480,0.0006705115368758693
40.05,491,Postal Service (Federal Government),1370,0.000620676219945906
40.05,531,Real Estate,1370,0.000620676219945906
40.05,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1360,0.0006161457365886367
40.05,335,"Electrical Equipment, Appliance, and Component Manufacturing",1350,0.0006116152532313672
40.05,331,Primary Metal Manufacturing,1260,0.0005708409030159428
40.05,485,Transit and Ground Passenger Transportation,1130,0.0005119446193714407
40.05,327,Nonmetallic Mineral Product Manufacturing,1090,0.0004938226859423632
40.05,212,Mining (except Oil and Gas),1010,0.0004575788190842081
40.05,456,Health and Personal Care Retailers,1010,0.0004575788190842081
40.05,237,Heavy and Civil Engineering Construction,1000,0.0004530483357269387
40.05,213,Support Activities for Mining,980,0.0004439873690123999
40.05,811,Repair and Maintenance,920,0.0004168044688687836
40.05,441,Motor Vehicle and Parts Dealers,910,0.00041227398551151425
40.05,711,"Performing Arts, Spectator Sports, and Related Industries",840,0.0003805606020106285
40.05,623,Nursing and Residential Care Facilities,810,0.00036696915193882033
40.05,713,"Amusement, Gambling, and Recreation Industries",770,0.0003488472185097428
40.05,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",760,0.0003443167351524734
40.05,486,Pipeline Transportation,760,0.0003443167351524734
40.05,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",730,0.00033072528508066527
40.05,712,"Museums, Historical Sites, and Similar Institutions",730,0.00033072528508066527
40.05,236,Construction of Buildings,720,0.00032619480172339587
40.05,322,Paper Manufacturing,570,0.0002582375513643551
40.05,323,Printing and Related Support Activities,570,0.0002582375513643551
40.05,722,Food Services and Drinking Places,530,0.00024011561793527752
40.05,521,Monetary Authorities-Central Bank,470,0.0002129327177916612
40.05,721,Accommodation,470,0.0002129327177916612
40.05,532,Rental and Leasing Services,460,0.0002084022344343918
40.05,455,General Merchandise Retailers,380,0.0001721583675762367
40.05,313,Textile Mills,370,0.00016762788421896733
40.05,481,Air Transportation,370,0.00016762788421896733
40.05,445,Food and Beverage Retailers,350,0.00015856691750442854
40.05,484,Truck Transportation,350,0.00015856691750442854
40.05,492,Couriers and Messengers,250,0.00011326208393173468
40.05,483,Water Transportation,240,0.0001087316005744653
40.05,115,Support Activities for Agriculture and Forestry,230,0.0001042011172171959
40.05,337,Furniture and Related Product Manufacturing,220,9.967063385992651e-05
40.05,444,Building Material and Garden Equipment and Supplies Dealers,190,8.607918378811835e-05
40.05,525,"Funds, Trusts, and Other Financial Vehicles",190,8.607918378811835e-05
40.05,812,Personal and Laundry Services,180,8.154870043084897e-05
40.05,315,Apparel Manufacturing,160,7.248773371631019e-05
40.05,457,Gasoline Stations and Fuel Dealers,160,7.248773371631019e-05
40.05,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),120,5.436580028723265e-05
40.05,314,Textile Product Mills,90,4.0774350215424484e-05
40.05,321,Wood Product Manufacturing,70,3.171338350088571e-05
40.05,482,Rail Transportation,30,1.3591450071808162e-05
40.06,541,"Professional, Scientific, and Technical Services",68730,0.3991520994250537
40.06,611,Educational Services,38610,0.22422904930599918
40.06,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",29550,0.17161275335385331
40.06,325,Chemical Manufacturing,6020,0.03496137987107265
40.06,551,Management of Companies and Enterprises,5460,0.031709158487717055
40.06,622,Hospitals,4100,0.02381090655671061
40.06,424,"Merchant Wholesalers, Nondurable Goods",3140,0.01823566989952959
40.06,211,Oil and Gas Extraction,2880,0.016725709971543063
40.06,213,Support Activities for Mining,2860,0.01660955920785179
40.06,621,Ambulatory Health Care Services,2490,0.014460770079563274
40.06,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1240,0.007201347348858819
40.06,212,Mining (except Oil and Gas),1160,0.006736744294093734
40.06,561,Administrative and Support Services,1040,0.006039839711946106
40.06,334,Computer and Electronic Product Manufacturing,660,0.003832975201811952
40.06,339,Miscellaneous Manufacturing,660,0.003832975201811952
40.06,423,"Merchant Wholesalers, Durable Goods",620,0.0036006736744294094
40.06,524,Insurance Carriers and Related Activities,470,0.002729542946744875
40.06,221,Utilities,450,0.0026133921830536035
40.06,333,Machinery Manufacturing,360,0.002090713746442883
40.06,562,Waste Management and Remediation Services,350,0.002032638364597247
40.06,712,"Museums, Historical Sites, and Similar Institutions",340,0.0019745629827516114
40.06,311,Food Manufacturing,320,0.0018584122190603402
40.06,324,Petroleum and Coal Products Manufacturing,170,0.0009872814913758057
40.06,488,Support Activities for Transportation,110,0.0006388292003019919
40.06,336,Transportation Equipment Manufacturing,80,0.00046460305476508506
40.06,623,Nursing and Residential Care Facilities,70,0.00040652767291944944
40.06,237,Heavy and Civil Engineering Construction,60,0.00034845229107381383
40.06,115,Support Activities for Agriculture and Forestry,50,0.00029037690922817817
40.06,335,"Electrical Equipment, Appliance, and Component Manufacturing",50,0.00029037690922817817
40.06,713,"Amusement, Gambling, and Recreation Industries",50,0.00029037690922817817
40.06,486,Pipeline Transportation,40,0.00023230152738254253
40.08,611,Educational Services,1089160,0.9023695111847556
40.08,541,"Professional, Scientific, and Technical Services",60950,0.05049710024855012
40.08,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",24540,0.02033140016570008
40.08,325,Chemical Manufacturing,6020,0.004987572493786247
40.08,622,Hospitals,5880,0.0048715824357912175
40.08,551,Management of Companies and Enterprises,4370,0.0036205468102734053
40.08,621,Ambulatory Health Care Services,3460,0.0028666114333057166
40.08,424,"Merchant Wholesalers, Nondurable Goods",3140,0.0026014913007456502
40.08,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",2370,0.0019635459817729907
40.08,561,Administrative and Support Services,1360,0.0011267605633802818
40.08,334,Computer and Electronic Product Manufacturing,1270,0.0010521955260977631
40.08,339,Miscellaneous Manufacturing,660,0.0005468102734051368
40.08,423,"Merchant Wholesalers, Durable Goods",620,0.0005136702568351284
40.08,623,Nursing and Residential Care Facilities,620,0.0005136702568351284
40.08,524,Insurance Carriers and Related Activities,470,0.00038939519469759735
40.08,624,Social Assistance,360,0.00029826014913007456
40.08,712,"Museums, Historical Sites, and Similar Institutions",340,0.00028169014084507044
40.08,311,Food Manufacturing,320,0.00026512013256006626
40.08,221,Utilities,260,0.00021541010770505386
40.08,333,Machinery Manufacturing,210,0.0001739850869925435
40.08,211,Oil and Gas Extraction,160,0.00013256006628003313
40.08,212,Mining (except Oil and Gas),90,7.456503728251864e-05
40.08,336,Transportation Equipment Manufacturing,80,6.628003314001656e-05
40.08,115,Support Activities for Agriculture and Forestry,50,4.142502071251036e-05
40.08,213,Support Activities for Mining,50,4.142502071251036e-05
40.08,335,"Electrical Equipment, Appliance, and Component Manufacturing",50,4.142502071251036e-05
40.08,562,Waste Management and Remediation Services,50,4.142502071251036e-05
40.08,713,"Amusement, Gambling, and Recreation Industries",50,4.142502071251036e-05
40.08,324,Petroleum and Coal Products Manufacturing,40,3.314001657000828e-05
40.10,611,Educational Services,240220,0.3528599547577778
40.10,541,"Professional, Scientific, and Technical Services",175120,0.25723434883515967
40.10,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",55640,0.08172978054584447
40.10,325,Chemical Manufacturing,40560,0.05957871852874644
40.10,334,Computer and Electronic Product Manufacturing,22590,0.03318252592614354
40.10,551,Management of Companies and Enterprises,20660,0.030347542524751022
40.10,336,Transportation Equipment Manufacturing,18690,0.027453802990687153
40.10,333,Machinery Manufacturing,12180,0.017891242398425336
40.10,561,Administrative and Support Services,8840,0.012985105320367814
40.10,423,"Merchant Wholesalers, Durable Goods",8790,0.01291166015452863
40.10,622,Hospitals,7660,0.01125179940656306
40.10,424,"Merchant Wholesalers, Nondurable Goods",7290,0.010708305179353094
40.10,339,Miscellaneous Manufacturing,6100,0.008960310232380505
40.10,332,Fabricated Metal Product Manufacturing,6070,0.008916243132876993
40.10,221,Utilities,5440,0.00799083404330327
40.10,621,Ambulatory Health Care Services,4820,0.007080113986897382
40.10,335,"Electrical Equipment, Appliance, and Component Manufacturing",4410,0.00647786362701607
40.10,326,Plastics and Rubber Products Manufacturing,3630,0.005332119039924792
40.10,311,Food Manufacturing,2640,0.0038779047563089397
40.10,324,Petroleum and Coal Products Manufacturing,2540,0.0037310144246305707
40.10,331,Primary Metal Manufacturing,2170,0.0031875201974206056
40.10,524,Insurance Carriers and Related Activities,1680,0.002467757572196598
40.10,236,Construction of Buildings,1610,0.00236493434002174
40.10,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1550,0.0022768001410147184
40.10,238,Specialty Trade Contractors,1490,0.002188665942007697
40.10,513,Publishing Industries,1360,0.0019977085108258174
40.10,211,Oil and Gas Extraction,1330,0.001953641411322307
40.10,562,Waste Management and Remediation Services,1260,0.0018508181791474486
40.10,517,Telecommunications,1250,0.0018361291459796116
40.10,237,Heavy and Civil Engineering Construction,1170,0.0017186168806369165
40.10,327,Nonmetallic Mineral Product Manufacturing,1090,0.0016011046152942213
40.10,322,Paper Manufacturing,1020,0.001498281383119363
40.10,712,"Museums, Historical Sites, and Similar Institutions",610,0.0008960310232380505
40.10,212,Mining (except Oil and Gas),590,0.0008666529569023767
40.10,425,Wholesale Trade Agents and Brokers,580,0.0008519639237345398
40.10,811,Repair and Maintenance,570,0.0008372748905667029
40.10,213,Support Activities for Mining,540,0.0007932077910631923
40.10,337,Furniture and Related Product Manufacturing,540,0.0007932077910631923
40.10,486,Pipeline Transportation,530,0.0007785187578953554
40.10,531,Real Estate,530,0.0007785187578953554
40.10,492,Couriers and Messengers,520,0.0007638297247275184
40.10,493,Warehousing and Storage,520,0.0007638297247275184
40.10,488,Support Activities for Transportation,470,0.000690384558888334
40.10,312,Beverage and Tobacco Product Manufacturing,420,0.0006169393930491495
40.10,516,Broadcasting and Content Providers,410,0.0006022503598813126
40.10,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",410,0.0006022503598813126
40.10,313,Textile Mills,360,0.0005288051940421281
40.10,522,Credit Intermediation and Related Activities,320,0.0004700490613707806
40.10,519,"Web Search Portals, Libraries, Archives, and Other Information Services",220,0.0003231587296924116
40.10,721,Accommodation,210,0.00030846969652457474
40.10,456,Health and Personal Care Retailers,190,0.000279091630188901
40.10,441,Motor Vehicle and Parts Dealers,160,0.0002350245306853903
40.10,624,Social Assistance,160,0.0002350245306853903
40.10,623,Nursing and Residential Care Facilities,130,0.0001909574311818796
40.10,711,"Performing Arts, Spectator Sports, and Related Industries",120,0.00017626839801404272
40.10,321,Wood Product Manufacturing,110,0.0001615793648462058
40.10,512,Motion Picture and Sound Recording Industries,110,0.0001615793648462058
40.10,323,Printing and Related Support Activities,90,0.00013220129851053202
40.10,314,Textile Product Mills,60,8.813419900702136e-05
40.10,444,Building Material and Garden Equipment and Supplies Dealers,60,8.813419900702136e-05
40.10,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",60,8.813419900702136e-05
40.10,532,Rental and Leasing Services,60,8.813419900702136e-05
40.10,115,Support Activities for Agriculture and Forestry,50,7.344516583918447e-05
40.10,713,"Amusement, Gambling, and Recreation Industries",50,7.344516583918447e-05
40.10,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,5.875613267134757e-05
40.10,481,Air Transportation,40,5.875613267134757e-05
40.10,483,Water Transportation,40,5.875613267134757e-05
40.10,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",30,4.406709950351068e-05
