state_fips,state_abbr,state_name,soc_code,occupation_title,total_employment,location_quotient,jobs_per_1000,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean
25,MA,Massachusetts,17-3019,"Drafters, All Other",120.0,0.31,0.032,87820.0,85110.0,48240.0,64640.0,103390.0,127940.0,42.22,40.92
25,MA,Massachusetts,17-3021,Aerospace Engineering and Operations Technologists and Technicians,40.0,0.17,0.01,81420.0,80570.0,70930.0,81230.0,81680.0,97060.0,39.14,38.73
25,MA,Massachusetts,17-3022,Civil Engineering Technologists and Technicians,1040.0,0.71,0.286,64470.0,71280.0,52750.0,62940.0,83720.0,96560.0,30.99,34.27
25,MA,Massachusetts,17-3023,Electrical and Electronic Engineering Technologists and Technicians,3950.0,1.8,1.083,78660.0,78500.0,51070.0,62440.0,96150.0,102300.0,37.82,37.74
25,MA,Massachusetts,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,1080.0,3.12,0.297,68210.0,70530.0,49290.0,56220.0,79430.0,95210.0,32.8,33.91
25,MA,Massachusetts,17-3025,Environmental Engineering Technologists and Technicians,220.0,0.76,0.062,63270.0,66040.0,45270.0,50700.0,79400.0,83370.0,30.42,31.75
25,MA,Massachusetts,17-3026,Industrial Engineering Technologists and Technicians,1970.0,1.13,0.539,71370.0,70810.0,50340.0,60530.0,79130.0,89740.0,34.31,34.05
25,MA,Massachusetts,17-3027,Mechanical Engineering Technologists and Technicians,720.0,0.82,0.199,66950.0,70880.0,50310.0,57540.0,82780.0,95420.0,32.19,34.08
25,MA,Massachusetts,17-3028,Calibration Technologists and Technicians,310.0,0.87,0.086,62750.0,64450.0,45620.0,52990.0,72440.0,82210.0,30.17,30.99
25,MA,Massachusetts,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",1080.0,0.71,0.298,65890.0,68650.0,42850.0,52220.0,81160.0,93240.0,31.68,33.01
25,MA,Massachusetts,17-3031,Surveying and Mapping Technicians,690.0,0.51,0.189,50120.0,56490.0,36410.0,46620.0,62680.0,75450.0,24.09,27.16
25,MA,Massachusetts,19-1012,Food Scientists and Technologists,,,,99140.0,123760.0,74770.0,99140.0,175390.0,175400.0,47.67,59.5
25,MA,Massachusetts,19-1013,Soil and Plant Scientists,,,,64490.0,64810.0,63670.0,64490.0,64740.0,64740.0,31.01,31.16
25,MA,Massachusetts,19-1021,Biochemists and Biophysicists,13530.0,16.59,3.715,127520.0,123450.0,74550.0,86720.0,138920.0,169810.0,61.31,59.35
25,MA,Massachusetts,19-1022,Microbiologists,2110.0,4.51,0.578,126260.0,119850.0,78640.0,99900.0,134530.0,168140.0,60.7,57.62
25,MA,Massachusetts,19-1023,Zoologists and Wildlife Biologists,320.0,0.8,0.087,88550.0,98390.0,64060.0,77570.0,105010.0,151470.0,42.57,47.3
25,MA,Massachusetts,19-1029,"Biological Scientists, All Other",2450.0,1.73,0.672,101140.0,110270.0,64170.0,78380.0,134310.0,168070.0,48.63,53.02
25,MA,Massachusetts,19-1031,Conservation Scientists,730.0,1.2,0.2,76750.0,80300.0,49000.0,62190.0,84080.0,122380.0,36.9,38.61
25,MA,Massachusetts,19-1032,Foresters,270.0,1.2,0.075,65390.0,68660.0,47150.0,54260.0,81300.0,91310.0,31.44,33.01
25,MA,Massachusetts,19-1041,Epidemiologists,470.0,1.74,0.129,104920.0,113860.0,76480.0,84300.0,131700.0,159870.0,50.44,54.74
25,MA,Massachusetts,19-1042,"Medical Scientists, Except Epidemiologists",16170.0,4.38,4.44,129230.0,129060.0,80100.0,97720.0,163720.0,183310.0,62.13,62.05
25,MA,Massachusetts,19-1099,"Life Scientists, All Other",130.0,0.76,0.036,129210.0,121890.0,82050.0,98340.0,138220.0,155670.0,62.12,58.6
25,MA,Massachusetts,19-2011,Astronomers,70.0,1.79,0.018,189430.0,156870.0,75740.0,96930.0,200180.0,205630.0,91.07,75.42
25,MA,Massachusetts,19-2012,Physicists,570.0,1.14,0.157,153890.0,153660.0,92350.0,105210.0,192850.0,222390.0,73.99,73.87
25,MA,Massachusetts,19-2021,Atmospheric and Space Scientists,70.0,0.32,0.018,,,,,,,,
25,MA,Massachusetts,19-2031,Chemists,3340.0,1.7,0.916,126970.0,125580.0,70430.0,92320.0,155140.0,177010.0,61.04,60.38
25,MA,Massachusetts,19-2032,Materials Scientists,720.0,3.66,0.198,118270.0,122600.0,90120.0,93170.0,139610.0,169060.0,56.86,58.94
25,MA,Massachusetts,19-2041,"Environmental Scientists and Specialists, Including Health",2890.0,1.44,0.793,96330.0,99340.0,58290.0,74570.0,117090.0,136790.0,46.31,47.76
25,MA,Massachusetts,19-2042,"Geoscientists, Except Hydrologists and Geographers",210.0,0.4,0.059,98720.0,106380.0,74630.0,76120.0,132390.0,151860.0,47.46,51.14
25,MA,Massachusetts,19-2043,Hydrologists,110.0,0.82,0.031,116750.0,129280.0,103990.0,109490.0,151860.0,154350.0,56.13,62.16
25,MA,Massachusetts,19-2099,"Physical Scientists, All Other",520.0,0.97,0.142,143640.0,149300.0,87420.0,121140.0,165650.0,196880.0,69.06,71.78
25,MA,Massachusetts,19-3011,Economists,770.0,2.05,0.211,103170.0,142140.0,66300.0,81950.0,167770.0,,49.6,68.34
25,MA,Massachusetts,19-3033,Clinical and Counseling Psychologists,3470.0,2.03,0.952,87060.0,102440.0,52870.0,73670.0,132840.0,160950.0,41.85,49.25
25,MA,Massachusetts,19-3034,School Psychologists,2730.0,1.81,0.749,98150.0,100140.0,64120.0,78200.0,111440.0,149390.0,47.19,48.14
25,MA,Massachusetts,19-3039,"Psychologists, All Other",510.0,1.21,0.14,128180.0,123810.0,57960.0,79680.0,153300.0,167400.0,61.63,59.53
25,MA,Massachusetts,19-3041,Sociologists,600.0,8.57,0.164,103510.0,117290.0,64850.0,81530.0,140490.0,169040.0,49.76,56.39
25,MA,Massachusetts,19-3051,Urban and Regional Planners,1570.0,1.54,0.43,88030.0,93240.0,61960.0,77390.0,103750.0,126780.0,42.32,44.83
25,MA,Massachusetts,19-3091,Anthropologists and Archeologists,30.0,0.18,0.009,106540.0,105190.0,67720.0,89740.0,122710.0,136280.0,51.22,50.57
25,MA,Massachusetts,19-3094,Political Scientists,,,,130580.0,129460.0,67580.0,86090.0,162720.0,206330.0,62.78,62.24
25,MA,Massachusetts,19-3099,"Social Scientists and Related Workers, All Other",430.0,0.5,0.119,104770.0,112550.0,75840.0,97970.0,127360.0,151860.0,50.37,54.11
25,MA,Massachusetts,19-4013,Food Science Technicians,130.0,0.39,0.036,57400.0,59590.0,47930.0,50510.0,66940.0,78570.0,27.59,28.65
25,MA,Massachusetts,19-4021,Biological Technicians,8610.0,4.78,2.364,65020.0,67580.0,48010.0,48930.0,81400.0,94390.0,31.26,32.49
25,MA,Massachusetts,19-4031,Chemical Technicians,2200.0,1.67,0.603,64920.0,68750.0,47880.0,59010.0,79580.0,85760.0,31.21,33.05
25,MA,Massachusetts,19-4042,"Environmental Science and Protection Technicians, Including Health",630.0,0.68,0.173,54000.0,58640.0,38690.0,47050.0,63130.0,86030.0,25.96,28.19
25,MA,Massachusetts,19-4044,Hydrologic Technicians,,,,67720.0,72710.0,49840.0,58120.0,89030.0,98240.0,32.56,34.96
25,MA,Massachusetts,19-4061,Social Science Research Assistants,,,,60110.0,59560.0,46080.0,46190.0,63920.0,78900.0,28.9,28.64
25,MA,Massachusetts,19-4071,Forest and Conservation Technicians,,,,53960.0,53960.0,49770.0,51710.0,53960.0,59780.0,25.94,25.94
25,MA,Massachusetts,19-4092,Forensic Science Technicians,270.0,0.59,0.075,75210.0,80590.0,60560.0,65760.0,95980.0,105010.0,36.16,38.74
25,MA,Massachusetts,19-4099,"Life, Physical, and Social Science Technicians, All Other",,,,62610.0,75540.0,44860.0,49870.0,96470.0,124440.0,30.1,36.32
25,MA,Massachusetts,19-5011,Occupational Health and Safety Specialists,3380.0,1.11,0.928,96250.0,99830.0,62020.0,77490.0,120780.0,140720.0,46.27,47.99
25,MA,Massachusetts,19-5012,Occupational Health and Safety Technicians,390.0,0.53,0.108,65010.0,68520.0,49620.0,52580.0,74870.0,98910.0,31.26,32.94
25,MA,Massachusetts,21-1012,"Educational, Guidance, and Career Counselors and Advisors",11850.0,1.46,3.252,78840.0,82910.0,55180.0,63800.0,100250.0,111860.0,37.9,39.86
25,MA,Massachusetts,21-1013,Marriage and Family Therapists,530.0,0.34,0.147,62290.0,68430.0,47760.0,56720.0,81810.0,90070.0,29.95,32.9
25,MA,Massachusetts,21-1015,Rehabilitation Counselors,5560.0,2.65,1.526,45730.0,54350.0,37460.0,39070.0,60680.0,89280.0,21.99,26.13
25,MA,Massachusetts,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",17950.0,1.73,4.928,59030.0,64020.0,43220.0,47120.0,73000.0,91260.0,28.38,30.78
25,MA,Massachusetts,21-1019,"Counselors, All Other",210.0,0.27,0.058,58120.0,67710.0,46210.0,52960.0,74350.0,89800.0,27.94,32.56
25,MA,Massachusetts,21-1021,"Child, Family, and School Social Workers",9830.0,1.09,2.7,67880.0,70620.0,45620.0,55510.0,87150.0,100100.0,32.64,33.95
25,MA,Massachusetts,21-1022,Healthcare Social Workers,7540.0,1.72,2.069,72280.0,74510.0,51040.0,58910.0,88300.0,100670.0,34.75,35.82
25,MA,Massachusetts,21-1023,Mental Health and Substance Abuse Social Workers,6790.0,2.28,1.864,64960.0,69990.0,49280.0,56660.0,78980.0,100110.0,31.23,33.65
25,MA,Massachusetts,21-1029,"Social Workers, All Other",590.0,0.39,0.163,94000.0,92200.0,60270.0,72880.0,112650.0,122910.0,45.19,44.33
25,MA,Massachusetts,21-1091,Health Education Specialists,1970.0,1.28,0.541,62270.0,69830.0,37520.0,44390.0,88770.0,115060.0,29.94,33.57
25,MA,Massachusetts,21-1092,Probation Officers and Correctional Treatment Specialists,1250.0,0.61,0.344,90700.0,86660.0,58390.0,71260.0,105250.0,105250.0,43.6,41.66
25,MA,Massachusetts,21-1093,Social and Human Service Assistants,11870.0,1.18,3.259,47280.0,52770.0,39140.0,42400.0,59950.0,76300.0,22.73,25.37
25,MA,Massachusetts,21-1094,Community Health Workers,2310.0,1.61,0.634,54160.0,57580.0,41740.0,47010.0,64000.0,78260.0,26.04,27.68
25,MA,Massachusetts,21-1099,"Community and Social Service Specialists, All Other",1600.0,0.61,0.439,61650.0,64600.0,43970.0,50090.0,71810.0,86620.0,29.64,31.06
25,MA,Massachusetts,21-2011,Clergy,830.0,0.6,0.228,67830.0,69190.0,44310.0,58930.0,78630.0,88650.0,32.61,33.27
25,MA,Massachusetts,21-2021,"Directors, Religious Activities and Education",70.0,0.13,0.019,61890.0,75870.0,39570.0,53550.0,109550.0,118770.0,29.75,36.47
25,MA,Massachusetts,23-1011,Lawyers,22020.0,1.25,6.045,179050.0,218340.0,80660.0,114130.0,,,86.08,104.97
25,MA,Massachusetts,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",110.0,0.28,0.029,124590.0,129980.0,69990.0,81950.0,172740.0,203990.0,59.9,62.49
25,MA,Massachusetts,23-1022,"Arbitrators, Mediators, and Conciliators",190.0,1.01,0.052,,,,,,,,
25,MA,Massachusetts,23-1023,"Judges, Magistrate Judges, and Magistrates",600.0,1.0,0.166,221710.0,204240.0,155450.0,186170.0,221710.0,221710.0,106.59,98.19
25,MA,Massachusetts,23-2011,Paralegals and Legal Assistants,7520.0,0.87,2.063,74990.0,78540.0,49850.0,60370.0,92510.0,107650.0,36.05,37.76
25,MA,Massachusetts,23-2093,"Title Examiners, Abstractors, and Searchers",140.0,0.12,0.038,75090.0,76920.0,42610.0,51640.0,102540.0,106520.0,36.1,36.98
25,MA,Massachusetts,23-2099,"Legal Support Workers, All Other",,,,63220.0,80170.0,44250.0,50550.0,94580.0,156730.0,30.4,38.54
25,MA,Massachusetts,25-1011,"Business Teachers, Postsecondary",4520.0,2.34,1.24,99600.0,120900.0,50080.0,77480.0,157530.0,216670.0,,
25,MA,Massachusetts,25-1021,"Computer Science Teachers, Postsecondary",1420.0,1.65,0.389,108780.0,122190.0,61700.0,77190.0,160270.0,206290.0,,
25,MA,Massachusetts,25-1022,"Mathematical Science Teachers, Postsecondary",1750.0,1.51,0.479,79140.0,92850.0,53210.0,61780.0,102760.0,159260.0,,
25,MA,Massachusetts,25-1031,"Architecture Teachers, Postsecondary",640.0,2.98,0.176,95040.0,105130.0,59830.0,77060.0,125100.0,162440.0,,
25,MA,Massachusetts,25-1032,"Engineering Teachers, Postsecondary",1560.0,1.66,0.429,102880.0,128380.0,62460.0,81120.0,163100.0,211520.0,,
25,MA,Massachusetts,25-1041,"Agricultural Sciences Teachers, Postsecondary",,,,79840.0,98090.0,48550.0,68510.0,100460.0,167900.0,,
25,MA,Massachusetts,25-1042,"Biological Science Teachers, Postsecondary",,,,83560.0,108000.0,51260.0,64180.0,128380.0,178030.0,,
25,MA,Massachusetts,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",430.0,1.57,0.117,102340.0,119820.0,59740.0,80340.0,156420.0,210380.0,,
25,MA,Massachusetts,25-1052,"Chemistry Teachers, Postsecondary",740.0,1.54,0.204,98050.0,113920.0,61890.0,76920.0,132880.0,196780.0,,
25,MA,Massachusetts,25-1053,"Environmental Science Teachers, Postsecondary",300.0,1.81,0.084,101830.0,109130.0,61280.0,75810.0,132960.0,164080.0,,
25,MA,Massachusetts,25-1054,"Physics Teachers, Postsecondary",560.0,1.74,0.153,98220.0,113000.0,60570.0,71480.0,130850.0,182260.0,,
25,MA,Massachusetts,25-1061,"Anthropology and Archeology Teachers, Postsecondary",260.0,2.06,0.07,103050.0,112330.0,55780.0,74060.0,130630.0,176940.0,,
25,MA,Massachusetts,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",610.0,2.27,0.168,99630.0,107520.0,62690.0,74500.0,125060.0,177700.0,,
25,MA,Massachusetts,25-1063,"Economics Teachers, Postsecondary",760.0,2.6,0.21,135070.0,157350.0,78010.0,101240.0,184020.0,,,
25,MA,Massachusetts,25-1064,"Geography Teachers, Postsecondary",60.0,0.75,0.016,98220.0,100670.0,64420.0,77390.0,123450.0,154100.0,,
25,MA,Massachusetts,25-1065,"Political Science Teachers, Postsecondary",810.0,2.0,0.223,103910.0,124370.0,61420.0,82100.0,137640.0,211290.0,,
25,MA,Massachusetts,25-1066,"Psychology Teachers, Postsecondary",1780.0,1.81,0.489,80300.0,97240.0,54890.0,62600.0,106120.0,159570.0,,
25,MA,Massachusetts,25-1067,"Sociology Teachers, Postsecondary",730.0,2.49,0.2,98100.0,109030.0,54890.0,68930.0,132290.0,207270.0,,
25,MA,Massachusetts,25-1069,"Social Sciences Teachers, Postsecondary, All Other",430.0,1.05,0.119,81970.0,108150.0,58890.0,65910.0,128110.0,206740.0,,
25,MA,Massachusetts,25-1071,"Health Specialties Teachers, Postsecondary",11420.0,2.1,3.135,130000.0,162370.0,63260.0,84970.0,204230.0,,,
25,MA,Massachusetts,25-1072,"Nursing Instructors and Teachers, Postsecondary",2860.0,1.63,0.785,80140.0,90830.0,57890.0,72920.0,102140.0,133230.0,,
25,MA,Massachusetts,25-1081,"Education Teachers, Postsecondary",2180.0,1.56,0.597,77440.0,90280.0,47180.0,61280.0,102210.0,132650.0,,
25,MA,Massachusetts,25-1082,"Library Science Teachers, Postsecondary",100.0,1.06,0.028,79740.0,77480.0,45840.0,46730.0,96430.0,102720.0,,
25,MA,Massachusetts,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",390.0,1.23,0.108,78900.0,92950.0,48430.0,60980.0,101000.0,135890.0,,
25,MA,Massachusetts,25-1112,"Law Teachers, Postsecondary",910.0,1.7,0.251,164000.0,174240.0,75410.0,102550.0,222600.0,,,
25,MA,Massachusetts,25-1113,"Social Work Teachers, Postsecondary",820.0,2.6,0.226,78170.0,97140.0,50550.0,61170.0,129320.0,134760.0,,
25,MA,Massachusetts,25-1121,"Art, Drama, and Music Teachers, Postsecondary",5780.0,2.5,1.587,83490.0,102090.0,60480.0,63820.0,122870.0,154800.0,,
25,MA,Massachusetts,25-1122,"Communications Teachers, Postsecondary",1130.0,1.63,0.309,77760.0,90520.0,47810.0,62040.0,100050.0,134580.0,,
25,MA,Massachusetts,25-1123,"English Language and Literature Teachers, Postsecondary",3250.0,2.31,0.893,82030.0,103410.0,60150.0,66060.0,123180.0,171660.0,,
25,MA,Massachusetts,25-1124,"Foreign Language and Literature Teachers, Postsecondary",1110.0,2.21,0.304,95730.0,106900.0,61630.0,77420.0,126910.0,162340.0,,
25,MA,Massachusetts,25-1125,"History Teachers, Postsecondary",850.0,1.82,0.234,100780.0,108880.0,59840.0,77240.0,128200.0,170100.0,,
25,MA,Massachusetts,25-1126,"Philosophy and Religion Teachers, Postsecondary",970.0,1.96,0.265,82880.0,101620.0,53080.0,62570.0,127270.0,162660.0,,
25,MA,Massachusetts,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",270.0,0.92,0.075,80270.0,84450.0,51620.0,61490.0,99680.0,133270.0,,
25,MA,Massachusetts,25-1194,"Career/Technical Education Teachers, Postsecondary",1680.0,0.64,0.461,76610.0,77990.0,47890.0,59790.0,90770.0,108070.0,36.83,37.49
25,MA,Massachusetts,25-1199,"Postsecondary Teachers, All Other",2060.0,0.58,0.567,96410.0,113800.0,52000.0,71910.0,131260.0,204970.0,,
25,MA,Massachusetts,25-2011,"Preschool Teachers, Except Special Education",15380.0,1.46,4.223,45030.0,48630.0,36490.0,38540.0,49810.0,72920.0,21.65,23.38
25,MA,Massachusetts,25-2012,"Kindergarten Teachers, Except Special Education",2010.0,0.74,0.552,82440.0,82790.0,57160.0,65480.0,98170.0,103990.0,,
25,MA,Massachusetts,25-2021,"Elementary School Teachers, Except Special Education",32100.0,0.98,8.812,83260.0,84050.0,57680.0,64000.0,99100.0,108620.0,,
25,MA,Massachusetts,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",16480.0,1.12,4.525,84280.0,85230.0,59760.0,74890.0,98540.0,104840.0,,
25,MA,Massachusetts,25-2023,"Career/Technical Education Teachers, Middle School",50.0,0.14,0.013,80290.0,78000.0,46970.0,53590.0,91690.0,103860.0,,
25,MA,Massachusetts,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",29100.0,1.15,7.989,88990.0,87200.0,60170.0,76650.0,99590.0,108560.0,,
25,MA,Massachusetts,25-2032,"Career/Technical Education Teachers, Secondary School",2890.0,1.17,0.795,92600.0,89940.0,65700.0,79480.0,100280.0,109110.0,,
25,MA,Massachusetts,25-2051,"Special Education Teachers, Preschool",680.0,1.03,0.188,82740.0,80820.0,48410.0,62550.0,100830.0,105440.0,,
25,MA,Massachusetts,25-2052,"Special Education Teachers, Kindergarten and Elementary School",6650.0,1.22,1.827,78820.0,80140.0,54690.0,63570.0,96050.0,102820.0,,
25,MA,Massachusetts,25-2057,"Special Education Teachers, Middle School",2880.0,1.28,0.79,85020.0,86210.0,59280.0,74200.0,99320.0,106720.0,,
25,MA,Massachusetts,25-2058,"Special Education Teachers, Secondary School",4050.0,1.05,1.112,82580.0,85200.0,59150.0,70460.0,98080.0,107860.0,,
25,MA,Massachusetts,25-2059,"Special Education Teachers, All Other",940.0,1.01,0.258,74510.0,75910.0,48670.0,60100.0,92320.0,105740.0,,
25,MA,Massachusetts,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1680.0,1.96,0.461,59950.0,63030.0,47770.0,50170.0,74260.0,87700.0,28.82,30.3
25,MA,Massachusetts,25-3021,Self-Enrichment Teachers,9590.0,1.32,2.634,53170.0,64460.0,35890.0,39710.0,79100.0,106540.0,25.56,30.99
25,MA,Massachusetts,25-3031,"Substitute Teachers, Short-Term",7960.0,0.7,2.184,38420.0,45290.0,31890.0,35140.0,47310.0,58130.0,18.47,21.77
25,MA,Massachusetts,25-3041,Tutors,5550.0,1.34,1.523,57230.0,60940.0,35380.0,41780.0,76340.0,87950.0,27.52,29.3
25,MA,Massachusetts,25-3099,"Teachers and Instructors, All Other",1910.0,0.65,0.525,85500.0,83440.0,50500.0,66490.0,97840.0,107560.0,,
25,MA,Massachusetts,25-4011,Archivists,320.0,1.91,0.087,71790.0,75040.0,46320.0,58890.0,86520.0,110180.0,34.51,36.08
25,MA,Massachusetts,25-4012,Curators,440.0,1.53,0.121,75980.0,80300.0,35770.0,52430.0,93560.0,126100.0,36.53,38.61
25,MA,Massachusetts,25-4013,Museum Technicians and Conservators,290.0,0.95,0.08,59130.0,61060.0,37330.0,46460.0,71800.0,90880.0,28.43,29.36
25,MA,Massachusetts,25-4022,Librarians and Media Collections Specialists,5120.0,1.64,1.405,75790.0,76600.0,47860.0,60470.0,94630.0,103090.0,36.44,36.83
25,MA,Massachusetts,25-4031,Library Technicians,1910.0,1.09,0.524,49650.0,51870.0,36840.0,44280.0,59730.0,64490.0,23.87,24.94
25,MA,Massachusetts,25-9031,Instructional Coordinators,5540.0,1.11,1.521,85780.0,87900.0,51050.0,63850.0,104910.0,124210.0,41.24,42.26
25,MA,Massachusetts,25-9044,"Teaching Assistants, Postsecondary",3390.0,0.93,0.931,47000.0,49690.0,31650.0,36100.0,60330.0,76520.0,,
25,MA,Massachusetts,25-9045,"Teaching Assistants, Except Postsecondary",37750.0,1.16,10.363,37920.0,41170.0,31200.0,32480.0,46810.0,54980.0,,
25,MA,Massachusetts,25-9099,"Educational Instruction and Library Workers, All Other",1000.0,0.37,0.275,58980.0,60200.0,38970.0,45120.0,74020.0,83210.0,28.36,28.94
25,MA,Massachusetts,27-1011,Art Directors,1810.0,1.52,0.497,131050.0,145220.0,73490.0,91520.0,167310.0,,63.01,69.82
25,MA,Massachusetts,27-1012,Craft Artists,,,,44610.0,47090.0,36850.0,41500.0,46340.0,66560.0,21.45,22.64
25,MA,Massachusetts,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",30.0,0.14,0.009,83530.0,92930.0,31200.0,62910.0,111380.0,186250.0,40.16,44.68
25,MA,Massachusetts,27-1014,Special Effects Artists and Animators,270.0,0.53,0.074,76500.0,87970.0,59990.0,61860.0,100710.0,135990.0,36.78,42.29
25,MA,Massachusetts,27-1019,"Artists and Related Workers, All Other",50.0,0.31,0.015,79560.0,87960.0,50590.0,55760.0,117870.0,139800.0,38.25,42.29
25,MA,Massachusetts,27-1021,Commercial and Industrial Designers,1020.0,1.43,0.28,99310.0,104020.0,72490.0,79590.0,124910.0,154980.0,47.74,50.01
25,MA,Massachusetts,27-1022,Fashion Designers,610.0,1.23,0.167,99340.0,107560.0,63150.0,81200.0,132040.0,159720.0,47.76,51.71
25,MA,Massachusetts,27-1023,Floral Designers,990.0,1.04,0.272,43250.0,45930.0,35520.0,37090.0,55110.0,61020.0,20.8,22.08
25,MA,Massachusetts,27-1024,Graphic Designers,4890.0,0.97,1.342,76370.0,80030.0,47250.0,60030.0,97890.0,121560.0,36.72,38.48
25,MA,Massachusetts,27-1025,Interior Designers,1540.0,0.94,0.423,77190.0,82040.0,55030.0,62690.0,97650.0,119740.0,37.11,39.44
25,MA,Massachusetts,27-1026,Merchandise Displayers and Window Trimmers,4190.0,0.92,1.149,42010.0,46220.0,34020.0,36660.0,49950.0,66280.0,20.2,22.22
25,MA,Massachusetts,27-1027,Set and Exhibit Designers,250.0,0.97,0.068,73290.0,78270.0,50250.0,53260.0,102990.0,125270.0,35.24,37.63
25,MA,Massachusetts,27-2012,Producers and Directors,3520.0,1.03,0.967,79100.0,94380.0,46820.0,59720.0,106240.0,147420.0,38.03,45.37
25,MA,Massachusetts,27-2022,Coaches and Scouts,7670.0,1.29,2.105,48250.0,63050.0,35520.0,37990.0,65320.0,100450.0,,
25,MA,Massachusetts,27-2023,"Umpires, Referees, and Other Sports Officials",210.0,0.59,0.057,83570.0,68080.0,31340.0,33240.0,90490.0,119130.0,,
25,MA,Massachusetts,27-2041,Music Directors and Composers,260.0,0.89,0.071,72760.0,86440.0,53860.0,58930.0,78050.0,159480.0,34.98,41.56
25,MA,Massachusetts,27-2042,Musicians and Singers,730.0,0.81,0.201,,,,,,,48.92,48.68
25,MA,Massachusetts,27-3011,Broadcast Announcers and Radio Disc Jockeys,330.0,0.59,0.092,58320.0,103800.0,47250.0,49920.0,103270.0,216720.0,28.04,49.91
25,MA,Massachusetts,27-3023,"News Analysts, Reporters, and Journalists",1180.0,1.2,0.323,58890.0,78210.0,39420.0,45930.0,98060.0,129340.0,28.31,37.6
25,MA,Massachusetts,27-3031,Public Relations Specialists,8080.0,1.22,2.219,75230.0,84920.0,44230.0,58350.0,101210.0,135730.0,36.17,40.83
25,MA,Massachusetts,27-3041,Editors,3200.0,1.42,0.879,78720.0,87300.0,48370.0,58770.0,101830.0,137630.0,37.85,41.97
25,MA,Massachusetts,27-3042,Technical Writers,1750.0,1.34,0.481,102640.0,106090.0,67200.0,77000.0,128710.0,147560.0,49.34,51.0
25,MA,Massachusetts,27-3043,Writers and Authors,1260.0,1.12,0.346,78440.0,92520.0,48810.0,63000.0,102370.0,137130.0,37.71,44.48
25,MA,Massachusetts,27-3091,Interpreters and Translators,2250.0,1.79,0.618,65490.0,70100.0,48160.0,55480.0,78820.0,94800.0,31.48,33.7
25,MA,Massachusetts,27-3092,Court Reporters and Simultaneous Captioners,50.0,0.17,0.014,82440.0,74040.0,43580.0,58230.0,82440.0,83650.0,39.64,35.6
25,MA,Massachusetts,27-3099,"Media and Communication Workers, All Other",,,,57020.0,62090.0,40570.0,40580.0,65480.0,92870.0,27.41,29.85
25,MA,Massachusetts,27-4011,Audio and Video Technicians,1330.0,0.8,0.365,61680.0,63730.0,43430.0,48670.0,75450.0,88030.0,29.65,30.64
25,MA,Massachusetts,27-4012,Broadcast Technicians,540.0,1.08,0.147,56600.0,61760.0,35220.0,37500.0,79800.0,102850.0,27.21,29.69
25,MA,Massachusetts,27-4014,Sound Engineering Technicians,170.0,0.56,0.047,61650.0,70050.0,41440.0,44080.0,103800.0,109980.0,29.64,33.68
25,MA,Massachusetts,27-4015,Lighting Technicians,120.0,0.48,0.032,62010.0,74670.0,40070.0,44810.0,79330.0,141870.0,29.81,35.9
25,MA,Massachusetts,27-4021,Photographers,1170.0,0.96,0.32,60610.0,68190.0,38380.0,41370.0,97730.0,102760.0,29.14,32.78
25,MA,Massachusetts,27-4031,"Camera Operators, Television, Video, and Film",440.0,0.77,0.122,49670.0,66350.0,39680.0,45960.0,79710.0,98740.0,23.88,31.9
25,MA,Massachusetts,27-4032,Film and Video Editors,450.0,0.66,0.124,85150.0,89710.0,49400.0,60570.0,108820.0,129830.0,40.94,43.13
25,MA,Massachusetts,27-4099,"Media and Communication Equipment Workers, All Other",70.0,0.24,0.02,77590.0,80460.0,31820.0,33390.0,111320.0,140170.0,37.3,38.68
25,MA,Massachusetts,29-1011,Chiropractors,770.0,0.87,0.213,77760.0,94210.0,51690.0,67410.0,126850.0,149990.0,37.39,45.29
25,MA,Massachusetts,29-1029,"Dentists, All Other Specialists",,,,235410.0,218190.0,84980.0,223140.0,,,113.18,104.9
25,MA,Massachusetts,29-1031,Dietitians and Nutritionists,2390.0,1.32,0.655,80840.0,82380.0,60710.0,66700.0,92770.0,103490.0,38.86,39.61
25,MA,Massachusetts,29-1041,Optometrists,1120.0,1.13,0.308,150820.0,150070.0,106970.0,130130.0,165400.0,186330.0,72.51,72.15
25,MA,Massachusetts,29-1051,Pharmacists,7950.0,1.02,2.183,136030.0,133640.0,99090.0,129330.0,150210.0,161770.0,65.4,64.25
25,MA,Massachusetts,29-1071,Physician Assistants,4310.0,1.17,1.184,138090.0,137400.0,63860.0,115120.0,163680.0,192200.0,66.39,66.06
